stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
USC00395691,34118,534.6667,537.3333,283.3333,291,0,10.3333,-10.2793,-10.524,-11.4382,-11.318,-24.4104,-16.4615,10.2273,9.9027,11.3642,11.462,24.5054,16.5564
USC00395891,38104,656,703,353.3333,373.3333,0,18,-10.9604,-11.6022,-12.2041,-11.8026,-28.7027,-17.357,10.568,9.7811,11.7343,12.1017,28.8289,17.4832
USC00396054,35576.3333,622,661,347,380,0.3333,17.3333,-10.6736,-11.4146,-11.8887,-11.4642,-28.1843,-16.8264,10.2954,9.4145,11.4278,11.8248,28.3602,17.0023
USC00396212,41513.3333,879,908,504,547,0,41,-9.9809,-10.8292,-11.1223,-10.6801,-29.4672,-15.8265,9.6473,8.661,10.7034,11.1083,29.705,16.0643
USC00396292,32066,506.3333,507.3333,259.6667,270.6667,0,11.3333,-10.4068,-10.8199,-11.5843,-11.3446,-26.0548,-16.5,10.2246,9.6995,11.3568,11.567,26.176,16.6212
USC00396712,39286.6667,751.6667,744.6667,408.6667,430,0.3333,22.6667,-9.9868,-10.4113,-11.1176,-10.9165,-24.9091,-16.0315,9.8873,9.3409,10.9814,11.1453,25.0558,16.1782
USC00397545,22550.3333,326.3333,351.3333,156.6667,162.6667,0,5,-10.8788,-11.4567,-12.1105,-11.7892,-25.5665,-16.8606,10.5411,9.8114,11.7073,12.0369,25.6679,16.962
USC00397742,33373,575,583,304,305.3333,0,13.3333,-10.0882,-10.2582,-11.2227,-11.1802,-24.6447,-16.2015,10.1022,9.869,11.228,11.2717,24.7168,16.2737
USC00397882,40662,896,916.3333,553.3333,570,0,40,-10.8017,-11.3509,-12.027,-11.8054,-28.6543,-17.3588,10.7045,10.0207,11.8868,12.0925,28.8454,17.5499
USC00397992,22390,319.3333,344.3333,174.6667,179.6667,0,10.3333,-10.425,-10.971,-11.606,-11.3772,-25.164,-16.2645,10.2772,9.5952,11.4138,11.6262,25.3138,16.4143
USC00398307,35964.3333,585.3333,587.6667,317.3333,328,0,12.6667,-10.5419,-10.9489,-11.735,-11.5105,-26.0175,-16.8228,10.387,9.8573,11.5369,11.7414,26.152,16.9572
USC00398472,43462,637.3333,676.3333,343,352.3333,0,10.3333,-10.5794,-11.0377,-11.7763,-11.5006,-26.6243,-16.9698,10.3289,9.7349,11.4728,11.7236,26.7289,17.0744
USC00398622,42022.6667,639.3333,685.6667,335,355.6667,0,9.6667,-10.6045,-11.2306,-11.8089,-11.4346,-27.8034,-16.8803,10.2489,9.4688,11.379,11.7418,27.9449,17.0217
USC00399004,26254.3333,402.3333,401.3333,198.6667,210,0,5.6667,-10.3858,-10.7603,-11.5595,-11.3458,-25.3622,-16.3395,10.2295,9.7386,11.3636,11.5436,25.4715,16.4487
USC00399042,38838,575,596.6667,297.3333,314.3333,0,9.3333,-10.3918,-10.8761,-11.5684,-11.3064,-25.5157,-16.6118,10.1987,9.5838,11.3272,11.5427,25.6446,16.7407
USC00399070,25219.6667,427,439,230.3333,233.6667,0,10.6667,-10.5143,-10.8461,-11.6999,-11.5723,-25.2386,-16.5786,10.4319,10.0014,11.5913,11.7244,25.332,16.672
USC00399232,34955.6667,521.6667,532.6667,269.3333,279.3333,0,11,-10.4735,-10.9646,-11.6593,-11.4519,-27.1701,-16.7143,10.3565,9.7325,11.5027,11.6885,27.3183,16.8626
USC00399367,35664,604.6667,635.6667,324.3333,337.6667,0,12,-10.826,-11.308,-12.0512,-11.841,-27.2293,-17.2907,10.6974,10.0898,11.8817,12.0772,27.3742,17.4356
USC00399442,37258.3333,541,562.6667,291.6667,301.6667,0,11,-11.4354,-11.9699,-12.7295,-12.4804,-27.3377,-18.2568,11.2327,10.5607,12.4764,12.7271,27.4721,18.3912
USC00400876,41997.6667,1290,1604.6667,786,775,0,52,-8.6213,-9.5144,-9.6045,-8.8097,-28.7598,-13.1951,7.6034,6.6475,8.4367,9.1304,28.7459,13.1811
USC00401145,40206,1117.3333,1393.6667,658,662.6667,0,42.3333,-8.7855,-9.7482,-9.7884,-9.0556,-29.5286,-13.5057,7.8844,6.855,8.7478,9.4003,29.5618,13.5389
USC00401480,40664.3333,1375.3333,1631,870.3333,906.3333,0,86,-8.2551,-9.1253,-9.1981,-8.4658,-28.8516,-12.6986,7.4167,6.4758,8.2282,8.8011,28.8935,12.7405
USC00401790,45010.6667,1240.3333,1512.6667,737,738.6667,0,47.6667,-9.0042,-9.8031,-10.0285,-9.3088,-27.4689,-13.9657,8.1203,7.2177,9.0131,9.5988,27.4655,13.9622
USC00402009,33550,1071.3333,1367,618.6667,646.3333,0,43.6667,-9.0182,-10.1501,-10.0519,-9.0716,-31.5488,-13.5356,7.8237,6.6857,8.6754,9.502,31.573,13.5597
USC00402108,42572.6667,1111.6667,1378.6667,629,651.6667,0,30.6667,-8.9411,-9.8675,-9.9607,-9.1975,-28.2331,-13.7741,8.0031,7.0021,8.8804,9.5302,28.2482,13.7892
USC00402202,38011.6667,1349.3333,1668.3333,819.6667,889,0,72.3333,-8.6767,-9.8606,-9.6757,-8.7843,-34.6282,-13.1926,7.7076,6.5376,8.5428,9.2779,34.7562,13.3205
USC00402489,41572,1372.6667,1675.3333,835,844,0,71.6667,-8.6041,-9.5737,-9.5873,-8.7811,-30.417,-13.1749,7.626,6.6072,8.4599,9.137,30.4394,13.1973
USC00402589,41607.6667,1127.6667,1405.6667,668.6667,646,0,30,-9.2951,-10.1428,-10.3524,-9.5408,-28.5365,-14.272,8.247,7.3078,9.1536,9.8385,28.4978,14.2333
USC00402680,10179,305.6667,384.3333,180.6667,182,0,22.3333,-8.597,-9.5583,-9.5775,-8.8048,-27.2,-12.3487,7.6657,6.6556,8.5059,9.1273,27.2091,12.3578
USC00402806,19290.3333,727.6667,878.3333,455,484,0,62.6667,-7.9857,-8.967,-8.9015,-8.1068,-29.2114,-11.7702,7.0758,6.0743,7.8461,8.4965,29.2763,11.8351
USC00403280,42915.6667,1297,1601.3333,771.3333,769.3333,0,58.6667,-8.6758,-9.5621,-9.6653,-8.863,-29.2859,-13.2958,7.6588,6.7066,8.4981,9.1878,29.2753,13.2852
USC00403420,30699.3333,1182.3333,1371,747.6667,741,0,68.3333,-7.9887,-8.7504,-8.8993,-8.2746,-29.5472,-12.1629,7.21,6.3719,8.0009,8.5659,29.571,12.1866
USC00403679,36961.6667,1403.6667,1641.3333,884.6667,916,0,89,-7.9673,-8.8447,-8.8785,-8.1726,-29.8527,-12.1881,7.1489,6.2285,7.93,8.5165,29.906,12.2414
USC00404223,18505.6667,608.3333,732.6667,359,383.3333,0,32.6667,-8.5605,-9.5017,-9.5402,-8.7672,-30.4605,-12.6594,7.6667,6.6717,8.5036,9.1488,30.5232,12.7222
USC00404561,44445,1221.3333,1598.6667,703.3333,722.6667,0,39.3333,-9.1324,-10.2132,-10.1761,-9.227,-30.4482,-13.9382,7.9667,6.8552,8.8373,9.6079,30.4425,13.9325
USC00404858,31394.6667,1034,1208.6667,634.6667,649.6667,0,72.3333,-7.5621,-8.3189,-8.4265,-7.8168,-27.0656,-11.5357,6.8623,6.0339,7.6128,8.1342,27.1287,11.5988
USC00405108,28833.3333,808.6667,987,458.3333,466.3333,0,27,-9.2405,-10.1093,-10.2931,-9.5298,-30.9824,-14.0051,8.2985,7.3365,9.2094,9.854,30.9901,14.0128
USC00405187,43642.3333,1189,1501.3333,685.6667,695,0,34,-9.1556,-10.1461,-10.2011,-9.3242,-31.2922,-14.0389,8.0909,7.0434,8.9761,9.6919,31.3018,14.0485
USC00405882,44307,1711.6667,1999.3333,1063,1098,0,106.6667,-8.0781,-8.8436,-9.0009,-8.2731,-31.7081,-12.4446,7.2129,6.3777,8.002,8.6023,31.7387,12.4752
USC00406012,41228,1069.3333,1364.3333,629.6667,600.3333,0,33,-9.2197,-10.134,-10.2698,-9.4408,-29.4474,-14.1356,8.1724,7.1788,9.0693,9.7613,29.4259,14.1141
USC00406170,13367.6667,421.6667,526.3333,231.6667,260.3333,0,25,-9.1417,-10.2937,-10.1921,-9.2148,-33.9403,-13.1777,8.0295,6.866,8.9014,9.6978,34.0246,13.262
USC00406371,45282.3333,1416.3333,1743.3333,868,888,0,65,-8.6507,-9.5983,-9.6398,-8.8433,-31.1519,-13.3211,7.705,6.7001,8.5469,9.2112,31.1915,13.3606
USC00406534,44175.6667,1540.3333,1800.6667,954.3333,978.6667,0,89,-7.5594,-8.3044,-8.4225,-7.8203,-27.6118,-11.7267,6.8652,6.0468,7.617,8.1201,27.6631,11.778
USC00407884,43296,1533.3333,1782.6667,964.3333,1011,0,96,-7.3862,-8.1566,-8.2315,-7.6109,-26.8106,-11.4382,6.7132,5.8771,7.4465,7.9379,26.8875,11.5152
USC00408108,42394.6667,1402,1719,845,878,0,62.3333,-8.401,-9.316,-9.3608,-8.5116,-29.4223,-12.813,7.3545,6.3928,8.1585,8.8574,29.42,12.8108
USC00408184,21744.3333,939.6667,1015,589,645.3333,0,97.3333,-7.5284,-8.3978,-8.3946,-7.9451,-31.1267,-11.4909,7.1986,6.2514,7.9812,8.3621,31.3571,11.7212
USC00408886,9687.6667,428.3333,479.3333,285,289.6667,0,51.3333,-7.5096,-8.1445,-8.3645,-7.7642,-27.414,-10.84,6.8081,6.0922,7.5561,8.0179,27.4289,10.8549
USC00409155,44196,1638,2000.3333,1021.3333,1082.6667,0,102.3333,-7.9279,-8.936,-8.8374,-8.0327,-30.8536,-12.1421,7.0148,5.9977,7.7782,8.4242,30.9189,12.2074
USC00409219,42883.6667,1052.3333,1316,604.3333,617.3333,0,30.6667,-9.1037,-9.9429,-10.1393,-9.3483,-27.0818,-14.005,8.089,7.1628,8.9782,9.6417,27.0481,13.9714
USC00409502,42127.6667,1351,1691,835.6667,858,0,60.3333,-8.7932,-9.8663,-9.7995,-8.8923,-31.5984,-13.3915,7.6908,6.6029,8.5299,9.2841,31.6166,13.4097
USC00410120,40736,1616.3333,1856.6667,1030,1061,0,108.6667,-8.4046,-9.2975,-9.3669,-8.7068,-33.1414,-13.0034,7.6807,6.7308,8.5191,9.0898,33.2477,13.1096
USC00410144,29706,2342.3333,2481.6667,1711,1747.6667,0,414.3333,-5.5153,-6.0444,-6.1499,-5.8057,-32.6215,-8.5303,5.2527,4.6688,5.8236,6.1135,32.7868,8.6955
USC00410174,29227.3333,1080.6667,1084.3333,697.6667,744.3333,0,121,-6.8955,-7.5932,-7.6914,-7.4388,-26.5711,-10.8515,6.8804,6.0876,7.6268,7.8664,26.8881,11.1685
USC00410204,14611.3333,1030,1115.3333,722.6667,743.3333,0,150,-5.9362,-6.5633,-6.6193,-6.142,-32.7441,-8.7567,5.4749,4.7978,6.0693,6.473,32.8771,8.8896
USC00410257,34874,2732.6667,2905,1991.6667,2028,0,414.3333,-5.6562,-6.1931,-6.3067,-5.9518,-34.1533,-8.79,5.3467,4.7502,5.928,6.2601,34.3071,8.9438
USC00410268,19728,836.6667,938.6667,528.6667,554.6667,0,69.6667,-8.1514,-9.0166,-9.0877,-8.5108,-33.4904,-12.257,7.5855,6.6464,8.411,8.9338,33.6662,12.4328
USC00410404,24093.3333,1430.3333,1601.3333,992,1008,0,160,-7.0536,-7.8382,-7.8608,-7.15,-32.5063,-10.4641,6.1671,5.3713,6.84,7.4634,32.5197,10.4775
USC00410493,41537,1988.6667,2215.3333,1316,1379,0,167.6667,-7.2599,-8.1015,-8.0957,-7.5726,-32.7087,-11.3177,6.7878,5.8942,7.5247,7.9837,32.8991,11.5081
USC00410569,28147.6667,2376,2525.3333,1765,1797.6667,0,437.6667,-5.4847,-6.0883,-6.1194,-5.741,-35.1924,-8.4358,5.2221,4.5723,5.7859,6.1118,35.4048,8.6482
USC00410611,28406,1677.3333,1928.6667,1164,1238.3333,0,191.6667,-6.3111,-7.279,-7.0403,-6.3032,-29.9702,-9.4039,5.54,4.6331,6.1376,6.7075,30.0807,9.5143
USC00410639,41801.3333,3295.3333,3502.6667,2407,2439.3333,0,487.6667,-5.7679,-6.3468,-6.4319,-6.0737,-35.0176,-9.0597,5.4879,4.8528,6.084,6.4009,35.193,9.2351
USC00410832,41274.6667,2354.3333,2662.3333,1585.3333,1683,0,212,-6.8639,-7.6864,-7.6526,-6.9872,-33.6387,-10.5235,6.1496,5.3137,6.8179,7.3478,33.7305,10.6153
USC00410902,41918.3333,2209.6667,2518.3333,1484,1542.3333,0,192,-6.759,-7.4743,-7.5346,-6.9951,-33.2023,-10.4736,6.1973,5.4337,6.8721,7.3345,33.3165,10.5877
USC00410923,38302.3333,1473.6667,1696.6667,965.3333,992.3333,0,99.6667,-7.9072,-8.7138,-8.8103,-8.1046,-28.8369,-12.1134,7.0784,6.2141,7.853,8.4228,28.8683,12.1448
USC00410984,33480,1437.3333,1650,917,964.6667,0,109,-8.1124,-9.1409,-9.0446,-8.2826,-32.7062,-12.308,7.2563,6.2181,8.0447,8.7109,32.8134,12.4152
USC00411007,28534.6667,1594.3333,1749,1090.6667,1151.6667,0,202.3333,-5.6646,-6.3089,-6.3175,-5.9111,-27.9677,-8.703,5.3444,4.6512,5.9239,6.2463,28.1391,8.8744
USC00411017,30974,1561,1770.3333,1024,1082.6667,0,153.6667,-7.4217,-8.2871,-8.2756,-7.6311,-35.4573,-11.3022,6.7726,5.8783,7.5078,8.0433,35.6042,11.4491
USC00411042,31795.3333,1237.6667,1426.3333,774.3333,797,0,76.6667,-8.4088,-9.289,-9.3705,-8.5998,-32.0746,-12.7435,7.501,6.5665,8.3205,8.9628,32.1199,12.7888
USC00411048,41603.3333,2780.3333,3101,1970.3333,2061,0,338.6667,-6.3997,-7.2158,-7.1367,-6.4555,-34.8035,-9.7541,5.661,4.8561,6.2742,6.8226,34.8942,9.8448
USC00411138,40348.6667,2108.3333,2426,1420,1529.6667,0,219,-6.9222,-7.8577,-7.7201,-7.0496,-31.8295,-10.6168,6.2488,5.3273,6.9255,7.4584,31.9677,10.755
USC00411250,38906,2167.6667,2444.6667,1461,1572,0,211,-6.7614,-7.5322,-7.5389,-6.9467,-33.0911,-10.4149,6.1774,5.378,6.8484,7.3146,33.221,10.5449
USC00411348,34209,2168,2367.3333,1514.3333,1556.3333,0,247.6667,-6.732,-7.4019,-7.5032,-6.9266,-33.8302,-10.2751,6.0734,5.3597,6.7358,7.2399,33.9005,10.3454
USC00411486,31491,1832.6667,1994.3333,1248.6667,1312,0,209.3333,-6.1902,-6.8471,-6.9016,-6.4618,-31.8185,-9.5449,5.8042,5.1085,6.4356,6.7908,31.9687,9.6951
USC00411772,35105.3333,1617.6667,1880.6667,1093,1141,0,142.6667,-7.3592,-8.2821,-8.2021,-7.4297,-28.8838,-11.1079,6.436,5.5246,7.1375,7.7703,28.9085,11.1326
USC00411800,39178,1909.3333,2189.3333,1268.6667,1339.6667,0,170.3333,-7.518,-8.4216,-8.3808,-7.6342,-33.8088,-11.4814,6.7004,5.7856,7.4295,8.0105,33.8867,11.5593
USC00411875,42470.3333,2009.6667,2240.3333,1321.3333,1388.6667,0,179.6667,-7.2666,-8.0372,-8.101,-7.5733,-32.017,-11.326,6.7536,5.9345,7.4888,7.9469,32.1689,11.4779
USC00411903,22590.3333,881,982.6667,556,592,0,84.3333,-7.6055,-8.4093,-8.4789,-7.9956,-30.0025,-11.5829,7.1845,6.3211,7.9668,8.388,30.1915,11.772
USC00411956,34255.6667,2177.3333,2395,1511,1586,0,244.3333,-6.5865,-7.3026,-7.3429,-6.6737,-33.5913,-9.9739,5.8434,5.1041,6.4785,7.0131,33.6601,10.0427
USC00412019,41668.3333,2049.6667,2402.3333,1386,1478.3333,0,182.6667,-7.174,-8.2345,-7.9996,-7.1938,-31.6504,-10.9065,6.299,5.2985,6.9818,7.595,31.7325,10.9886
USC00412114,29092.6667,1803.3333,2055.3333,1261,1296.6667,0,205.3333,-6.9959,-7.9119,-7.7994,-6.992,-35.2461,-10.4007,6.0415,5.1527,6.6975,7.3554,35.28,10.4346
USC00412121,45194.6667,1479,1701.3333,898.6667,1000,0,85.6667,-8.2044,-9.1236,-9.1477,-8.5326,-31.9462,-12.8254,7.6375,6.6642,8.4678,8.9758,32.1369,13.0161
USC00412173,37237.3333,2821.3333,3012.3333,2061.6667,2153,0,440,-5.7363,-6.3146,-6.3954,-5.9691,-34.6218,-8.8898,5.3409,4.7142,5.9219,6.2721,34.7502,9.0182
USC00412266,43561,3486.6667,3704.3333,2546.6667,2611.6667,0,514,-5.6029,-6.1544,-6.2475,-5.858,-35.4099,-8.7754,5.2659,4.6559,5.8381,6.1682,35.5583,8.9238
USC00412404,38123.6667,1664.6667,1945.6667,1103,1121.3333,0,128,-7.7796,-8.7108,-8.671,-7.9362,-31.1281,-11.8515,6.8987,5.9457,7.6506,8.3008,31.1813,11.9046
USC00412598,36290.3333,1831.3333,2081.6667,1230.6667,1313,0,181.3333,-7.4774,-8.5911,-8.3419,-7.5615,-35.4429,-11.3655,6.7072,5.6437,7.4307,8.0497,35.6165,11.5391
USC00412679,39143,2019.6667,2302,1361.3333,1483.3333,0,210.3333,-6.0697,-6.9523,-6.7715,-6.2014,-30.1711,-9.3388,5.5638,4.7052,6.1643,6.6005,30.344,9.5117
USC00412715,31389.3333,1414.6667,1604,923.3333,988,0,113.6667,-7.6743,-8.6108,-8.5563,-7.8312,-32.033,-11.6256,6.8923,5.9351,7.641,8.2398,32.1439,11.7366
USC00412902,16374,814.3333,954.3333,555.6667,570.3333,0,86,-7.4881,-8.4178,-8.3464,-7.5787,-31.351,-10.9106,6.5699,5.6444,7.2855,7.9362,31.3896,10.9491
USC00412906,34122.6667,2271.6667,2425,1606.6667,1652.3333,0,303.6667,-5.8765,-6.5306,-6.5531,-6.1584,-31.4882,-9.1204,5.5593,4.8631,6.163,6.4925,31.6595,9.2917
USC00413063,33848.6667,2514.3333,2724.6667,1818.3333,1855.3333,0,378.6667,-6.0805,-6.6879,-6.779,-6.356,-34.5337,-9.3927,5.6777,5.0167,6.2955,6.6736,34.6712,9.5302
USC00413183,39352.6667,2826,3047.6667,2064.3333,2095.6667,0,401.6667,-6.284,-6.9639,-7.0073,-6.5197,-34.5731,-9.7312,5.8142,5.0958,6.4455,6.8717,34.7197,9.8778
USC00413257,10309,434,523.6667,280.6667,296.6667,0,54,-7.7436,-8.6888,-8.6347,-7.9235,-30.0091,-11.1631,7.0379,6.0801,7.8016,8.3548,30.1561,11.3101
USC00413262,15883.6667,538.6667,542.6667,348.6667,362.3333,0,64,-6.2321,-6.7477,-6.947,-6.7982,-20.1964,-9.5931,6.2801,5.672,6.966,7.1056,20.4389,9.8356
USC00413299,19136.3333,1352.3333,1450.3333,954,968,0,191,-6.0432,-6.5915,-6.7362,-6.3773,-33.7947,-9.138,5.7102,5.0896,6.333,6.6713,33.9319,9.2753
USC00413329,33905.3333,1965.6667,2135.6667,1321.3333,1358.6667,0,216.6667,-6.6317,-7.2167,-7.391,-6.9539,-31.8727,-10.249,6.173,5.5248,6.8471,7.2567,31.9851,10.3614
USC00413411,18246.6667,607.6667,642,375.6667,390.3333,0,50,-8.0155,-8.6665,-8.9324,-8.6553,-28.7672,-12.3147,7.8905,7.1356,8.7543,9.006,28.9991,12.5466
USC00413485,33301,1907,2088,1323.3333,1365.6667,0,200.6667,-7.0001,-7.6953,-7.802,-7.1657,-32.7452,-10.6645,6.3064,5.5693,6.9943,7.4904,32.8154,10.7346
USC00413668,33764.6667,1255,1491,767.6667,834.6667,0,75,-8.4443,-9.4872,-9.4132,-8.611,-33.3097,-12.8476,7.585,6.5273,8.4105,9.0323,33.4108,12.9488
USC00413680,18327,602.3333,659,382,429,0,53,-7.4287,-8.3789,-8.2856,-7.8185,-28.9355,-11.2231,7.0911,6.1082,7.8597,8.2689,29.1888,11.4764
USC00413691,27493.6667,1126,1311,711.6667,757,0,77,-7.976,-8.9482,-8.892,-8.0803,-31.8305,-11.9532,7.0758,6.0844,7.8449,8.4927,31.9148,12.0375
USC00413734,39432.6667,1706,2021.3333,1131,1174.3333,0,130.3333,-7.6076,-8.6565,-8.4807,-7.6417,-30.4016,-11.5185,6.6308,5.6177,7.3517,8.0248,30.4448,11.5616
USC00413873,43958.3333,3459.6667,3693.3333,2511.6667,2537,0,481,-5.9665,-6.5056,-6.6505,-6.1841,-35.2571,-9.2607,5.4562,4.8587,6.051,6.4708,35.3445,9.3482
USC00413943,36013.6667,3146,3319.3333,2323.3333,2393.6667,0,596.3333,-5.23,-5.7962,-5.8355,-5.538,-34.1228,-8.2188,5.0995,4.4762,5.6504,5.8962,34.3588,8.4548
USC00413992,41648.6667,1630.3333,1914,1007.3333,1094,0,103.6667,-8.0334,-9.1113,-8.9586,-8.2028,-33.2828,-12.344,7.2514,6.1758,8.0374,8.664,33.4332,12.4944
USC00414058,18983.3333,1411.6667,1521,1022.6667,1040,0,246.3333,-5.9542,-6.5734,-6.6405,-6.2849,-34.847,-9.0091,5.6759,4.9899,6.2916,6.6377,35.0421,9.2042
USC00414093,35869.3333,1133,1384.3333,695,745.6667,0,55.6667,-8.3005,-9.3499,-9.2518,-8.4938,-29.2213,-12.6748,7.4592,6.3933,8.2722,8.8878,29.3064,12.7599
USC00414098,30981.3333,974,1044,594,676.3333,0,64.3333,-8.2469,-9.2484,-9.1984,-8.6853,-32.3298,-12.7986,7.9064,6.8365,8.7632,9.1907,32.6237,13.0926
USC00414182,38618.3333,2063.6667,2368.6667,1419.3333,1487.3333,0,209,-7.0746,-8.0391,-7.8898,-7.1333,-34.2551,-10.7356,6.2483,5.3189,6.9246,7.5477,34.3592,10.8398
USC00414254,32812.6667,1974.3333,2197.3333,1343.6667,1434.3333,0,244.3333,-6.0794,-6.8337,-6.7798,-6.1836,-31.3274,-9.2402,5.4927,4.7326,6.0878,6.5365,31.4453,9.3581
USC00414382,41497.3333,2346.6667,2767.6667,1590.3333,1738.6667,0,233.3333,-7.3044,-8.5396,-8.1506,-7.1595,-37.82,-10.9332,6.222,5.1349,6.8901,7.6684,37.931,11.0443
USC00414577,11655.3333,559.3333,665.6667,382,370.6667,0,61,-7.7008,-8.6227,-8.5802,-7.6434,-29.0145,-10.885,6.4868,5.596,7.1957,7.9532,28.9433,10.8139
USC00414670,33220,1763,1919,1171.6667,1199.6667,0,186.3333,-6.874,-7.4823,-7.6614,-7.2598,-30.81,-10.6751,6.4924,5.8119,7.2014,7.5783,30.9535,10.8186
USC00414705,38608.6667,1883.3333,2144.6667,1268.6667,1365,0,179.6667,-7.3112,-8.3011,-8.1528,-7.3385,-33.1552,-11.0759,6.4221,5.4568,7.1179,7.7515,33.2427,11.1634
USC00414810,25433,2278,2347.3333,1700,1719.6667,0,453,-5.1802,-5.5559,-5.7748,-5.6222,-32.4376,-8.1216,5.1705,4.72,5.7347,5.8836,32.6312,8.3152
USC00415018,38206.3333,1940.3333,2198.3333,1299.6667,1323.6667,0,143,-7.176,-7.8944,-7.9956,-7.3868,-32.16,-11.0163,6.4594,5.6983,7.1664,7.6764,32.198,11.0544
USC00415048,18302.6667,747.6667,868,485,543,0,89,-6.2592,-7.1791,-6.9837,-6.4298,-26.0159,-9.3358,5.8162,4.9059,6.4437,6.8538,26.2232,9.5431
USC00415196,37407,2574.3333,2813.3333,1823,1881.6667,0,315,-6.1947,-6.8673,-6.9052,-6.3337,-32.1537,-9.4539,5.5391,4.833,6.1422,6.6383,32.2183,9.5184
USC00415272,40629.3333,2064.6667,2307.6667,1374.3333,1447.3333,0,171.3333,-7.0399,-7.8198,-7.848,-7.2525,-32.1053,-10.877,6.4331,5.6212,7.1333,7.6089,32.2209,10.9926
USC00415341,34880.6667,1647.3333,1934,1123.6667,1159.3333,0,157.3333,-7.1462,-8.0498,-7.9657,-7.1836,-29.8045,-10.7675,6.236,5.3417,6.9146,7.5321,29.8383,10.8013
USC00415429,42092.6667,2785,3076.3333,1969.6667,2035.6667,0,323.3333,-6.47,-7.2298,-7.2136,-6.6196,-34.9915,-9.9547,5.8355,5.0528,6.4696,6.9621,35.0897,10.0529
USC00415579,26902,1258,1297.3333,869.6667,903,0,177.3333,-5.6454,-6.171,-6.2963,-6.105,-22.9378,-8.8804,5.6733,5.0774,6.2895,6.4431,23.1983,9.1409
USC00415611,25320.6667,1507.6667,1679.3333,1042.3333,1068.3333,0,187.3333,-6.7182,-7.3828,-7.4859,-6.9061,-31.8869,-10.1055,6.0357,5.3202,6.6959,7.1844,31.925,10.1436
USC00415618,40365.6667,1966.3333,2256,1319.3333,1341,0,147,-7.4414,-8.3386,-8.2941,-7.4559,-32.3513,-11.2581,6.442,5.5497,7.1436,7.8055,32.3637,11.2704
USC00415757,18597.3333,998.6667,1128.6667,674.3333,711,0,117,-7.086,-8.1513,-7.903,-7.1973,-34.0775,-10.4635,6.3807,5.355,7.0712,7.6223,34.22,10.606
USC00415766,31470.6667,1456.3333,1644.6667,988.3333,1039.3333,0,143.6667,-7.3777,-8.1734,-8.2223,-7.5913,-30.2034,-11.2407,6.6871,5.8475,7.417,7.9259,30.2817,11.3191
USC00415770,15566.3333,532,625,329.6667,362.6667,0,51.6667,-8.4057,-9.4728,-9.3737,-8.6739,-31.1243,-12.4038,7.7067,6.6116,8.5425,9.1544,31.31,12.5894
USC00415821,37826.3333,1112,1266,666,713.6667,0,54.3333,-8.2476,-9.0435,-9.1908,-8.6329,-28.7389,-12.8137,7.6686,6.8013,8.5072,8.9881,28.8606,12.9354
USC00415822,26619.6667,1307.3333,1391.6667,846,881.6667,0,114.6667,-7.1857,-7.7263,-8.0063,-7.6666,-30.8776,-11.1415,6.9084,6.2661,7.6657,7.9539,31.0238,11.2877
USC00415875,34717,984.3333,1137.3333,561.6667,632,0,45,-9.0845,-10.1469,-10.1268,-9.3782,-31.0818,-13.9437,8.3122,7.2077,9.2175,9.8301,31.2277,14.0896
USC00415891,32634,1330,1433,878.6667,930.6667,0,137,-6.9074,-7.6533,-7.7029,-7.3183,-28.2021,-10.7781,6.6561,5.8344,7.379,7.7158,28.4374,11.0134
USC00416108,36027,1574.6667,1897.3333,1041,1059,0,124.3333,-7.4788,-8.397,-8.3342,-7.4927,-29.8109,-11.2447,6.4438,5.5376,7.147,7.8168,29.7952,11.229
USC00416276,40220,2486.3333,2755.3333,1711,1786.3333,0,270,-6.371,-7.0693,-7.1018,-6.5225,-31.9158,-9.7901,5.7474,5.0239,6.3732,6.8367,31.9955,9.8699
USC00416794,41008.6667,1533.6667,1868.3333,1001.6667,1071,0,106.6667,-7.7858,-8.9043,-8.6816,-7.8219,-29.8661,-11.8271,6.8329,5.7559,7.5737,8.2536,29.9516,11.9126
USC00416879,22414.3333,1332.6667,1473.6667,920.6667,948,0,175.6667,-6.0234,-6.736,-6.7175,-6.2475,-31.1689,-9.1042,5.6147,4.8781,6.2234,6.6011,31.3319,9.2672
USC00416950,18642.6667,429,515.3333,240.6667,277,0,21.6667,-9.1284,-10.1755,-10.175,-9.4705,-28.4277,-13.6336,8.3907,7.287,9.3054,9.9106,28.5733,13.7792
USC00417020,32068.6667,2546.6667,2727,1884,1935.6667,0,450,-5.5752,-6.1904,-6.2175,-5.7424,-32.542,-8.5253,5.1296,4.4831,5.6857,6.0674,32.6744,8.6577
USC00417079,40623.3333,1354,1520.6667,829.3333,939,0,102.3333,-8.0983,-9.1813,-9.0338,-8.4276,-32.3536,-12.6245,7.6222,6.5104,8.4466,8.9442,32.6221,12.893
USC00417336,35620,1088,1311,652.3333,716.6667,0,52.6667,-8.5558,-9.6281,-9.5381,-8.7715,-30.7014,-13.0558,7.6989,6.6066,8.5364,9.208,30.8146,13.169
