stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
USC00095394,23234.3333,1233.3333,1375.6667,858.6667,864,0,136,-6.1448,-6.7318,-6.8483,-6.4824,-27.1884,-9.3699,5.7824,5.1251,6.4142,6.7612,27.307,9.4884
USC00095874,40115.6667,1336,1519.6667,823.6667,824.3333,0,63.3333,-7.13,-7.7311,-7.9414,-7.4282,-25.7405,-11.0499,6.5057,5.8173,7.2208,7.6637,25.7611,11.0704
USC00095882,32995,1125,1303.3333,670.3333,693.6667,0,50,-7.2158,-7.936,-8.0401,-7.4964,-27.6959,-11.073,6.6023,5.8088,7.3249,7.7907,27.7632,11.1403
USC00095988,37600,1362.6667,1536,832,880.6667,0,84,-6.6454,-7.2497,-7.4041,-6.9452,-24.9532,-10.3234,6.1685,5.4861,6.8443,7.2083,25.0313,10.4014
USC00096335,40449.6667,1512.3333,1756.6667,957.3333,987.6667,0,99.3333,-6.9552,-7.6821,-7.752,-7.2151,-27.8546,-10.7698,6.3776,5.5829,7.0734,7.5383,27.9526,10.8678
USC00097276,36720,2025.3333,2245,1357.3333,1432.6667,0,201.6667,-6.192,-6.9158,-6.9044,-6.3848,-30.453,-9.5381,5.6981,4.9338,6.3169,6.7267,30.5859,9.671
USC00097600,43891,1568,1777.6667,987,987,0,100.3333,-7.1054,-7.7081,-7.9145,-7.3432,-24.9907,-11.0051,6.4119,5.7246,7.1161,7.5869,25.0001,11.0144
USC00097777,22481.3333,813,953,504.6667,511.3333,0,42.3333,-7.1101,-7.784,-7.9205,-7.3816,-26.6061,-10.7039,6.4699,5.7205,7.1798,7.6385,26.6387,10.7365
USC00098535,42548,1688.6667,1872.6667,1068,1097.3333,0,95.6667,-6.7326,-7.2732,-7.5003,-7.0609,-26.5064,-10.5254,6.2503,5.6229,6.936,7.311,26.5734,10.5925
USC00098666,32620,1654.3333,1821.6667,1113.6667,1168.6667,0,157.6667,-6.13,-6.8166,-6.8356,-6.4062,-27.6761,-9.4699,5.7644,5.0205,6.3904,6.7501,27.8427,9.6365
USC00098703,35769,1741.6667,1979.6667,1133,1194,0,140.3333,-6.5889,-7.4031,-7.3469,-6.7094,-30.956,-10.0287,5.9036,5.0796,6.5442,7.0724,31.0569,10.1296
USC00098740,39192,1102.3333,1296.3333,634.3333,667.3333,0,47,-7.0464,-7.7347,-7.8514,-7.3616,-24.0929,-10.9474,6.5178,5.7524,7.2313,7.6499,24.177,11.0314
USC00098974,18863.6667,1036.6667,1119.6667,699,730,0,117.6667,-6.0468,-6.6959,-6.7414,-6.2745,-28.432,-9.0487,5.5896,4.8866,6.1977,6.5886,28.5532,9.1699
USC00099141,35367,1181.6667,1375.3333,713.3333,732,0,52,-7.1415,-7.7859,-7.9557,-7.4716,-26.0839,-11.0502,6.5989,5.8705,7.3231,7.7326,26.1441,11.1104
USC00099157,40371.3333,1179.6667,1406.6667,712,741.6667,0,45.3333,-7.3121,-7.9909,-8.1463,-7.5917,-25.5385,-11.3157,6.6634,5.9024,7.3938,7.8699,25.585,11.3622
USC00099186,39601.6667,1829.3333,2061,1169.6667,1237.3333,0,129,-6.6469,-7.3574,-7.4084,-6.8717,-29.339,-10.2732,6.0831,5.3231,6.7467,7.1827,29.4314,10.3656
USC00099194,30186.6667,1137.3333,1256.6667,710.3333,723,0,60.3333,-6.8691,-7.4184,-7.6504,-7.168,-24.8319,-10.508,6.2688,5.6393,6.9583,7.3876,24.8465,10.5225
USC00099291,38638.6667,1474.3333,1752.6667,937.3333,940,0,85,-6.9442,-7.7041,-7.7383,-7.1242,-26.1864,-10.6287,6.2069,5.3991,6.885,7.4228,26.226,10.6683
USC00100010,38280,643,722,367.6667,401.3333,0,38.3333,-7.9435,-8.621,-8.8497,-8.4579,-21.7476,-12.4877,7.5675,6.7957,8.3977,8.7606,21.8806,12.6206
USC00100227,35662.3333,646.6667,702.3333,376,385,0.3333,42.3333,-7.6487,-8.1164,-8.5172,-8.317,-20.0705,-12.1557,7.498,6.9504,8.3253,8.5347,20.1962,12.2814
USC00100375,30340.3333,581,606,328.6667,345.6667,0,42.3333,-7.3114,-7.8228,-8.1431,-7.8512,-20.2566,-11.4583,7.0747,6.4627,7.8535,8.0872,20.3744,11.5761
USC00100470,42298.3333,973.3333,1059.6667,572.6667,640,0,73.6667,-7.4418,-8.3077,-8.2971,-7.8468,-24.7523,-11.7169,7.0986,6.1636,7.8711,8.2434,24.9639,11.9285
USC00100915,38849,741.6667,805.6667,439.3333,461.6667,0,54.6667,-7.5654,-8.1518,-8.4273,-8.1247,-22.093,-11.9931,7.3294,6.6464,8.135,8.3903,22.2332,12.1333
USC00101002,26769.3333,395.3333,430.3333,216,223,0,24,-7.4242,-7.8495,-8.2663,-8.0365,-18.5426,-11.6193,7.2362,6.7112,8.0355,8.2304,18.6411,11.7177
USC00101079,31692.3333,627.3333,647.6667,402.3333,411.3333,2.3333,53.3333,-6.7696,-7.0939,-7.5381,-7.3658,-16.6349,-10.7143,6.6571,6.2424,7.3917,7.5565,16.7498,10.8292
USC00101408,41725.3333,755.3333,823.3333,468.3333,493.3333,0.3333,60.3333,-7.2791,-7.7748,-8.1072,-7.8284,-18.7912,-11.5735,7.0348,6.4543,7.8092,8.0635,18.9064,11.6887
USC00101663,29123,655,732,400,421.3333,0,51.3333,-7.649,-8.3276,-8.5221,-8.0799,-21.2585,-11.7986,7.1839,6.4129,7.9714,8.3793,21.3668,11.9069
USC00101956,35934.3333,588.3333,603,349.6667,351,4.6667,48.6667,-6.9457,-7.146,-7.7299,-7.6183,-15.1845,-11.1104,6.8644,6.5996,7.6263,7.7364,15.2527,11.1786
USC00102187,30445,431.6667,455.6667,244,260,0.3333,24,-7.3567,-7.8777,-8.194,-7.8991,-18.775,-11.5154,7.101,6.4752,7.8823,8.1435,18.8943,11.6348
USC00102676,35627.3333,819.6667,922.6667,477.6667,530.6667,0,54.3333,-8.271,-9.1219,-9.2189,-8.7103,-26.6493,-12.8889,7.8203,6.8862,8.6738,9.1035,26.8316,13.0711
USC00102942,40144,548,556.6667,287,289.3333,0,20.6667,-7.3109,-7.3803,-8.1317,-8.0912,-16.5464,-11.8274,7.2853,7.171,8.0986,8.1325,16.571,11.852
USC00103297,35680.3333,766.6667,829.6667,443.6667,467,0,56,-7.4655,-7.9746,-8.3143,-8.0037,-21.0568,-11.758,7.1729,6.5728,7.9629,8.2373,21.1589,11.86
USC00103448,32758.6667,565.3333,631.3333,322,346.6667,0,35.3333,-6.9187,-7.5836,-7.709,-7.3165,-19.136,-10.7397,6.5164,5.7754,7.2301,7.5974,19.2461,10.8498
USC00103554,14196,273,306.6667,175,187.3333,0.6667,33,-7.5551,-8.351,-8.4203,-7.9642,-20.4533,-11.248,7.1111,6.2383,7.8878,8.3102,20.6018,11.3965
USC00103631,33423.6667,515.6667,544.6667,290,300.6667,0.3333,22.6667,-7.1022,-7.377,-7.905,-7.7164,-17.4004,-11.25,6.9238,6.5646,7.6913,7.8538,17.4589,11.3085
USC00103732,38901.6667,788.3333,889.6667,442.6667,504.3333,0,54.3333,-7.838,-8.7609,-8.7377,-8.218,-24.721,-12.2236,7.3649,6.3854,8.1671,8.6159,24.9012,12.4038
USC00103760,30899.3333,481,489.6667,268.6667,269.6667,0.3333,26.3333,-7.1962,-7.2848,-8.0054,-7.9158,-17.2113,-11.4583,7.1222,6.9742,7.916,7.9795,17.2406,11.4876
USC00103771,33151.3333,439,445.3333,252.6667,251.3333,5.6667,33.3333,-7.9916,-8.158,-8.8925,-8.8236,-16.8461,-12.7953,7.9715,7.7484,8.8577,8.9338,16.9237,12.8729
USC00104140,34829.6667,558.3333,616.3333,320.6667,336,0,36,-7.4158,-7.9364,-8.2594,-7.9451,-19.2573,-11.6621,7.1214,6.4981,7.9053,8.1829,19.362,11.7668
USC00104295,26852.6667,331.3333,361.6667,171,180.6667,0,11.3333,-8.5591,-8.9972,-9.5285,-9.2336,-20.844,-13.3489,8.2657,7.7222,9.1798,9.4337,20.9208,13.4257
USC00104384,18099.6667,383.3333,411,228.3333,230.6667,0.3333,25.6667,-7.6158,-8.0772,-8.479,-8.1738,-19.9522,-11.6021,7.275,6.7356,8.0788,8.3634,20.0092,11.6591
USC00104442,35607.3333,479.3333,533.3333,267.6667,297,0,29.3333,-7.6376,-8.4071,-8.5109,-8.076,-20.6524,-11.9323,7.2464,6.3936,8.0393,8.4027,20.7997,12.0795
USC00104670,35915,405,423.3333,209.3333,222.3333,0,17,-7.9052,-8.3672,-8.802,-8.5696,-19.087,-12.5457,7.7088,7.1492,8.5601,8.7793,19.1951,12.6538
USC00104831,40559.3333,637.6667,669.3333,354.3333,357.3333,1.3333,38.3333,-7.4703,-7.6391,-8.3128,-8.1833,-17.4139,-12.0034,7.3531,7.1248,8.1701,8.293,17.4669,12.0564
USC00105275,36633.6667,984.6667,1111.3333,613,664.3333,0,81,-7.3522,-8.2127,-8.1952,-7.6929,-23.8062,-11.4254,6.886,5.9778,7.6369,8.0487,23.9565,11.5757
USC00105462,35283.6667,606.6667,700.6667,335.6667,389.3333,0,32.6667,-7.2944,-8.0236,-8.1285,-7.6859,-20.9701,-11.3536,6.8676,6.0511,7.6188,7.9994,21.0986,11.482
USC00105708,35966.6667,516,561.3333,274,307,0.3333,24.6667,-7.8084,-8.5463,-8.7,-8.3146,-21.3204,-12.2534,7.468,6.6371,8.2866,8.6269,21.4695,12.4025
USC00106152,45444.3333,648.6667,653,380.6667,375,8,40,-7.4643,-7.4482,-8.3027,-8.3568,-15.8455,-12.2635,7.6129,7.6161,8.4624,8.4049,15.9187,12.3367
USC00106174,34876.3333,404.6667,423,202,205.6667,0,16,-7.913,-8.1603,-8.8057,-8.6511,-17.6508,-12.6098,7.7689,7.4455,8.6318,8.7732,17.7063,12.6653
USC00106388,35021,741.6667,768,465.6667,482,0.6667,62,-7.6491,-8.074,-8.5189,-8.2924,-20.625,-12.1373,7.4996,6.9707,8.3258,8.5326,20.7678,12.2801
USC00106424,23516.6667,328.6667,337.3333,193,196.6667,3.3333,33,-7.7148,-7.8626,-8.5851,-8.4951,-16.0308,-12.1288,7.6656,7.4607,8.5171,8.6145,16.1081,12.206
USC00106542,45386.6667,493.3333,531,241.3333,270.6667,0,14,-8.3834,-9.0478,-9.3388,-8.9248,-21.5309,-13.293,7.9901,7.2068,8.8677,9.2259,21.6584,13.4205
USC00106586,13825.6667,192,204.3333,105.3333,108,3.6667,19.6667,-7.1389,-7.5367,-7.9491,-7.6791,-15.3106,-10.7819,6.899,6.4005,7.6604,7.8756,15.398,10.8693
USC00106891,43364,660,678.6667,372.3333,378,0.3333,32.3333,-6.7674,-7.0242,-7.5317,-7.3882,-15.9405,-10.8859,6.641,6.306,7.3778,7.5075,15.9983,10.9438
USC00107208,12004,135.6667,148.6667,66.6667,70,0,5,-8.7573,-9.2406,-9.7491,-9.432,-19.7227,-13.0998,8.3859,7.7916,9.3133,9.636,19.7828,13.1599
USC00107264,44550,1021.3333,1018.3333,651.6667,655.6667,7.3333,97,-6.587,-6.7361,-7.3321,-7.2945,-15.9345,-10.734,6.6573,6.4604,7.3948,7.4332,16.0561,10.8557
USC00107301,34157,576.3333,576.3333,349.3333,351.6667,7,56,-7.1808,-7.3051,-7.9906,-7.944,-15.3663,-11.5367,7.2012,7.0328,8.0015,8.0496,15.4506,11.621
USC00107386,42156.6667,852.3333,909,536.6667,560.3333,3.6667,89.3333,-6.6686,-7.1402,-7.4293,-7.1758,-17.0431,-10.6139,6.4729,5.9022,7.1835,7.4278,17.1832,10.754
USC00107673,36853.6667,439,484.6667,242,263.3333,0,22.6667,-8.0574,-8.7009,-8.9755,-8.5905,-19.5141,-12.6747,7.7094,6.9568,8.5564,8.8766,19.6417,12.8023
USC00107706,29170.6667,352.6667,367.6667,188.3333,190.6667,0.3333,16.3333,-7.214,-7.5342,-8.0299,-7.8409,-17.1085,-11.3657,7.054,6.6438,7.8355,7.989,17.1796,11.4368
USC00108022,27987.6667,563.3333,616,317.3333,352.3333,0,35.6667,-7.9351,-8.6587,-8.8425,-8.409,-23.2966,-12.2609,7.5339,6.7125,8.3583,8.7488,23.4511,12.4155
USC00108062,42015.3333,733,739.3333,439.3333,448.6667,2,67.3333,-6.8986,-7.137,-7.6793,-7.5499,-16.2888,-11.1071,6.824,6.5131,7.5795,7.701,16.3835,11.2018
USC00108137,37244.3333,729.6667,738,445.6667,450.6667,3.6667,60.6667,-6.656,-6.8496,-7.4081,-7.3594,-15.6057,-10.7392,6.6931,6.4411,7.4354,7.4837,15.7081,10.8416
USC00108380,36671.6667,377.6667,411.3333,187.6667,216.6667,0,16.6667,-8.1222,-8.7502,-9.0468,-8.6896,-20.0314,-12.7949,7.7964,7.0547,8.6538,8.9641,20.1558,12.9194
USC00108676,19743.6667,736,783.3333,482.3333,481.6667,0,75,-8.3932,-8.9816,-9.3484,-8.9819,-24.9987,-12.8219,8.0257,7.3545,8.9087,9.2588,25.1146,12.9377
USC00108818,25451.6667,606.3333,670,368.6667,400,0,60,-7.7459,-8.486,-8.6322,-8.232,-23.4154,-11.939,7.3967,6.5696,8.2057,8.573,23.5838,12.1074
USC00109560,18484,405.6667,466.6667,251.6667,287,0.3333,41.3333,-7.9513,-8.9391,-8.8664,-8.2613,-22.7543,-11.9157,7.4161,6.3794,8.2214,8.7062,22.9542,12.1156
USC00109638,32499.6667,499,509.3333,271.3333,279,0.3333,30.3333,-6.7495,-6.9805,-7.5126,-7.3631,-16.3836,-10.7122,6.6314,6.3326,7.3663,7.4976,16.4549,10.7835
USC00110055,25744.3333,548.3333,637,305.6667,319.6667,0,19,-9.294,-9.9837,-10.3504,-9.8942,-26.1299,-14.3125,8.7736,7.9487,9.7399,10.1783,26.2129,14.3954
USC00110072,42453,721.6667,779,378.6667,380.3333,0,16.6667,-9.7376,-10.1147,-10.8377,-10.5612,-24.0244,-15.5517,9.4189,8.92,10.4633,10.7402,24.0791,15.6063
USC00110187,40852,978,1130.6667,561.3333,597,0,41.3333,-9.0345,-9.825,-10.0629,-9.4131,-27.2661,-14.0352,8.2785,7.3744,9.1883,9.7169,27.305,14.0741
USC00110203,29843.3333,376,386.3333,178.3333,176.3333,0,4.6667,-9.7738,-9.8674,-10.8714,-10.7369,-20.9108,-15.479,9.5712,9.4248,10.6392,10.7981,20.906,15.4742
USC00110338,44346.3333,624,640,332,329.3333,0.3333,9.6667,-9.6217,-9.7749,-10.7035,-10.5632,-21.2089,-15.5264,9.4431,9.2202,10.4955,10.647,21.2271,15.5446
USC00111265,40900,751,879.3333,418.6667,408.6667,0,17.6667,-9.6169,-10.1798,-10.7047,-10.172,-24.5534,-15.0528,8.9082,8.2092,9.8943,10.3728,24.5268,15.0262
USC00111280,41892.6667,744.3333,842.6667,399,399.6667,0,15.6667,-9.9343,-10.5435,-11.0594,-10.5981,-24.8676,-15.6634,9.3558,8.6036,10.3902,10.83,24.8969,15.6927
USC00111329,11125.3333,195.6667,214.3333,100.3333,101,0,10.3333,-9.4864,-9.9294,-10.5584,-10.26,-21.9103,-14.1663,9.1061,8.5379,10.1155,10.4399,21.9501,14.2061
USC00111436,43065.6667,745.3333,807.3333,387.3333,402.6667,0,14.6667,-9.7663,-10.2076,-10.8703,-10.5277,-24.0333,-15.5409,9.3549,8.7791,10.3916,10.7176,24.0729,15.5804
USC00112140,41823.6667,703.3333,745.6667,375.6667,377,0,11.3333,-9.7216,-10.05,-10.8174,-10.5079,-22.5547,-15.476,9.3217,8.8776,10.3578,10.6417,22.555,15.4764
USC00112193,45379.6667,760.3333,840.3333,386.3333,389,0,14,-9.8487,-10.3485,-10.9625,-10.5786,-23.6128,-15.6666,9.3751,8.7361,10.4135,10.7777,23.6437,15.6975
USC00112348,44579.3333,654,700,336.3333,335.6667,0,9.6667,-9.8664,-10.123,-10.9782,-10.7429,-22.8656,-15.8336,9.574,9.2142,10.6386,10.8724,22.8897,15.8577
USC00112483,43426,879.3333,1002,493.3333,505.3333,0,22.6667,-9.3779,-9.9438,-10.44,-9.9576,-24.8555,-14.7687,8.7704,8.0661,9.7401,10.1754,24.867,14.7802
USC00112687,39995.6667,714.6667,809,373,383.6667,0,14.3333,-9.7363,-10.2875,-10.8386,-10.379,-24.8882,-15.3343,9.189,8.4949,10.2054,10.5989,24.9163,15.3624
USC00112736,22813.3333,347.6667,350.6667,176,175.6667,0,7,-9.5264,-9.5671,-10.595,-10.5171,-20.6964,-14.9662,9.4205,9.3514,10.473,10.5552,20.6985,14.9683
USC00112931,44067.3333,869.6667,1001.6667,475,485.6667,0,17,-9.5383,-10.0999,-10.6186,-10.1365,-25.3376,-15.0519,8.9507,8.2517,9.9402,10.3592,25.3577,15.0721
USC00113109,39824.3333,746.6667,841,394.3333,399.6667,0,15.3333,-9.6207,-10.1863,-10.711,-10.2399,-24.9914,-15.1027,9.0227,8.316,10.0196,10.4772,25.0199,15.1312
USC00113320,34357.6667,584,619.6667,303,303.3333,0,14.6667,-9.6882,-9.9851,-10.7799,-10.5622,-22.4757,-15.3708,9.4151,9.0137,10.462,10.6893,22.5027,15.3979
USC00113335,45690.6667,688,738,352,355.6667,0,10,-10.0568,-10.4114,-11.1919,-10.9073,-23.5126,-16.1225,9.7255,9.2481,10.8051,11.0712,23.5526,16.1625
USC00113384,31062.6667,484.6667,505.3333,242.6667,246.3333,0,9.3333,-9.6851,-9.8595,-10.7733,-10.6192,-22.1061,-15.3638,9.4843,9.2343,10.5421,10.6894,22.1086,15.3663
USC00113717,37948.3333,707,796.6667,382.6667,385.6667,0,17.6667,-9.8949,-10.4414,-11.0147,-10.6348,-24.8757,-15.6183,9.4392,8.7496,10.4839,10.8506,24.9236,15.6662
USC00113879,38866.6667,776.6667,925.6667,423.3333,432,0,22.3333,-9.6711,-10.3392,-10.7681,-10.1791,-25.6606,-15.0555,8.9196,8.1135,9.9039,10.4344,25.6642,15.0591
USC00114108,41935,783.3333,885.3333,450.3333,455.6667,0,20,-9.7051,-10.2633,-10.8052,-10.2739,-24.4441,-15.2293,9.0433,8.344,10.0421,10.5175,24.4613,15.2466
USC00114198,42369.6667,619.6667,682.6667,320.3333,325,0,6.3333,-9.941,-10.3433,-11.0636,-10.724,-23.7446,-15.8188,9.5287,8.9946,10.5858,10.8975,23.7717,15.846
USC00114442,45628.6667,759.3333,834.3333,401.3333,395.3333,0,14.6667,-9.9675,-10.4086,-11.0928,-10.7712,-23.3855,-15.9253,9.5654,8.9916,10.6269,10.9397,23.4113,15.9511
USC00114823,45071,744.3333,794,391,391.3333,0,16.3333,-9.7848,-10.1896,-10.8899,-10.6114,-23.6702,-15.6673,9.456,8.9261,10.505,10.784,23.7175,15.7145
USC00115079,40543.6667,655.3333,696,345.3333,340.3333,0,13,-9.8398,-10.2263,-10.9503,-10.6612,-23.0693,-15.6669,9.4845,8.977,10.5374,10.8202,23.0997,15.6972
USC00115326,42239,567.3333,584,279.3333,284.3333,0,6.3333,-9.9201,-10.2073,-11.038,-10.8722,-22.643,-15.9663,9.7521,9.366,10.8365,11.004,22.6998,16.0231
USC00115430,22935.3333,388.6667,432,201.3333,206.3333,0,11.6667,-9.6171,-10.0421,-10.7037,-10.3493,-23.1992,-14.8352,9.1721,8.6223,10.189,10.5276,23.2217,14.8577
USC00115515,37873.3333,728.3333,886,409.3333,414,0,16.3333,-9.6734,-10.432,-10.7725,-10.1495,-25.4393,-15.0215,8.9111,8.0188,9.8925,10.438,25.4651,15.0473
USC00115712,43838.3333,620,657.3333,311.3333,318.3333,0,10,-9.9828,-10.3281,-11.1087,-10.84,-23.1158,-15.99,9.6699,9.208,10.7442,10.9878,23.1484,16.0226
USC00115768,45314,761.6667,826.6667,388.3333,401.3333,0,14.6667,-9.8383,-10.2799,-10.9513,-10.6065,-24.152,-15.7019,9.4461,8.8708,10.492,10.8132,24.209,15.7588
USC00115825,30216.6667,397.3333,426,202,205.3333,0,5.6667,-9.9416,-10.1918,-11.0612,-10.8151,-22.187,-15.6615,9.63,9.2817,10.7014,10.9335,22.1979,15.6724
USC00115833,44414,724,767.6667,372.6667,380.3333,0,10.3333,-9.5789,-9.9069,-10.66,-10.3919,-22.5598,-15.3344,9.261,8.8168,10.289,10.5486,22.5979,15.3725
USC00115901,43769.3333,607.3333,630,302,309.6667,0,5.3333,-9.9902,-10.2648,-11.1162,-10.8799,-22.0016,-16.0272,9.7087,9.3293,10.788,11.0152,22.0327,16.0583
USC00115943,44095.6667,884,1041,503,504,0,22.3333,-9.4982,-10.1174,-10.5748,-10.0407,-25.7359,-14.9231,8.8257,8.0674,9.8005,10.2774,25.7453,14.9325
USC00116011,24689.6667,520.6667,623.3333,296,312.6667,0,19,-9.3367,-10.0577,-10.3981,-9.7921,-25.3633,-14.2117,8.6085,7.7577,9.556,10.0817,25.3985,14.2469
USC00116446,43317.3333,789.3333,890,427.6667,445.6667,0,14,-9.7005,-10.261,-10.7985,-10.3661,-24.828,-15.3449,9.1678,8.4659,10.1821,10.5805,24.8555,15.3725
USC00116526,44910.3333,656,693,335,340.6667,0,11.6667,-9.6723,-9.951,-10.7622,-10.526,-22.4941,-15.532,9.3922,9.0086,10.4366,10.6528,22.5192,15.5571
USC00116558,42191,821.3333,897,449.6667,451,0,15.6667,-9.4232,-9.8569,-10.4884,-10.1171,-23.7674,-14.9217,8.9408,8.3754,9.9315,10.2998,23.7838,14.9381
USC00116579,42811.6667,780,879.6667,413,430,0,16,-9.6036,-10.2025,-10.692,-10.2737,-25.0654,-15.2114,9.1306,8.3958,10.1394,10.5115,25.1255,15.2715
USC00116610,45205.6667,708.6667,783.6667,369.3333,373.6667,0,10,-9.8882,-10.3129,-11.0051,-10.6741,-23.9808,-15.7852,9.485,8.9273,10.537,10.8503,24.0121,15.8165
USC00116910,41018.6667,610,653.3333,310,316,0,9.6667,-9.8514,-10.23,-10.9635,-10.668,-23.1132,-15.6995,9.5066,9.0032,10.5617,10.8324,23.1503,15.7366
USC00117004,17499.6667,281.3333,290.6667,141.3333,139.3333,0,7,-9.9372,-10.2242,-11.056,-10.861,-22.0532,-15.3032,9.6973,9.3106,10.7767,10.9728,22.077,15.3271
USC00117345,11592.6667,202.3333,213,103.6667,106,0,6,-9.5957,-9.9177,-10.677,-10.3775,-22.0601,-14.3821,9.2165,8.7788,10.2412,10.5043,22.0604,14.3824
USC00117391,14418,292.6667,297.6667,161,163,0,13,-9.0338,-9.0989,-10.0471,-9.9528,-20.1137,-13.8571,8.8937,8.7887,9.8873,9.9888,20.1057,13.849
USC00117551,41174,749,798.6667,410,417,0,18.3333,-9.6708,-10.0156,-10.763,-10.4495,-24.5584,-15.3985,9.3136,8.8477,10.3468,10.6188,24.596,15.4361
USC00118147,41569.6667,800,924.6667,434.6667,453.6667,0,22.3333,-9.6284,-10.2757,-10.721,-10.1539,-26.1525,-15.0691,8.933,8.1455,9.9183,10.4161,26.1753,15.0918
USC00118353,15528,223.6667,229.3333,115.6667,118,0,10.3333,-9.2512,-9.4946,-10.2934,-10.1039,-19.8124,-14.1428,8.9994,8.6634,10.0005,10.2191,19.8358,14.1663
USC00118684,31989.6667,573,634,305,308.6667,0,15.6667,-9.3902,-9.8182,-10.4515,-10.1072,-24.2835,-14.7408,8.9981,8.4451,9.9953,10.287,24.3204,14.7777
USC00118740,43309,754.3333,813,408.3333,411.6667,0,17.3333,-9.4595,-9.7978,-10.5268,-10.2598,-22.9098,-15.1208,9.1348,8.6815,10.1491,10.4081,22.9399,15.1509
USC00118781,14381.6667,250.3333,272.6667,139.6667,144,0,11,-9.504,-9.8214,-10.5752,-10.3172,-21.9309,-14.424,9.1738,8.7444,10.1936,10.4467,21.9454,14.4385
USC00118916,44795.6667,699.6667,757.6667,355,356.3333,0,10.6667,-9.9297,-10.3634,-11.0518,-10.7412,-23.7708,-15.8653,9.5599,8.9942,10.6197,10.9285,23.8189,15.9133
USC00119021,35622.6667,509.6667,547.6667,260.6667,260,0,4,-9.7642,-10.0559,-10.8637,-10.6139,-22.0929,-15.4812,9.4279,9.0259,10.4771,10.7267,22.0934,15.4818
USC00119221,23458.3333,308.3333,332.3333,154.3333,161.3333,0,6.3333,-9.941,-10.3146,-11.0626,-10.7159,-21.0493,-15.3683,9.4904,8.9926,10.5441,10.8713,21.0532,15.3722
USC00119241,43803.6667,859,993,477.6667,486,0,20.3333,-9.6135,-10.136,-10.7017,-10.239,-25.063,-15.1806,9.0363,8.3738,10.0359,10.4535,25.0796,15.1972
USC00119354,41204,688,825.6667,376.3333,378,0,14.3333,-9.8528,-10.5681,-10.971,-10.4436,-24.9941,-15.4526,9.199,8.3413,10.2137,10.715,25.0342,15.4928
USC00120177,43891.6667,670.6667,740.3333,347.3333,352.3333,0,10,-9.9061,-10.2733,-11.0233,-10.6723,-23.145,-15.766,9.4471,8.9515,10.4966,10.8181,23.1396,15.7606
USC00120200,38664,463.3333,476.3333,213,208,0,5.3333,-9.7784,-9.84,-10.8735,-10.7455,-20.1539,-15.675,9.5474,9.4405,10.6158,10.7533,20.102,15.6231
USC00120676,39866.6667,543.6667,552.3333,265.3333,262.3333,0,6,-9.8963,-9.9577,-11.0058,-10.8271,-21.2568,-15.8438,9.6119,9.4999,10.6863,10.8561,21.2074,15.7944
USC00120784,42783.3333,843,939,472.6667,464.6667,0.3333,17,-9.4092,-9.9168,-10.4734,-10.0555,-23.4193,-14.8711,8.8777,8.2333,9.8608,10.2488,23.4314,14.8832
USC00120852,12125,273.3333,315.3333,160,154.6667,0,14,-9.1328,-9.6051,-10.1644,-9.6586,-22.8676,-13.4674,8.4044,7.7998,9.3361,9.8223,22.8083,13.4081
USC00121229,38092,643,705.6667,339.3333,340,0,9.6667,-9.7469,-10.1501,-10.8463,-10.5293,-22.8108,-15.4564,9.3628,8.8353,10.4028,10.6764,22.8251,15.4707
USC00121747,45117.6667,833,933.3333,443.6667,447.6667,0,15,-9.4976,-9.9352,-10.57,-10.1179,-23.3771,-15.004,8.8809,8.3096,9.8659,10.2824,23.3463,14.9732
USC00122149,40892,614.3333,650,325.6667,328,0,13.6667,-9.5486,-9.8281,-10.6238,-10.4088,-21.6203,-15.2699,9.2686,8.8848,10.3,10.5206,21.6341,15.2838
USC00122825,38261.3333,528.6667,569.3333,261.6667,260.3333,0.3333,8,-10.1071,-10.3795,-11.2446,-11.0103,-22.4222,-16.0994,9.7848,9.406,10.8742,11.1184,22.4227,16.0999
USC00123082,37814,577,598.6667,308,308,0.6667,7,-9.8154,-9.98,-10.9183,-10.7174,-21.5891,-15.6604,9.5346,9.2932,10.598,10.7898,21.5732,15.6445
USC00123418,37386,490.3333,513.6667,246,243.6667,0,8.3333,-9.5131,-9.7358,-10.5829,-10.3761,-20.4413,-15.1359,9.1993,8.8824,10.2244,10.4617,20.427,15.1216
USC00123513,37484,621,693,335.3333,332.6667,0.3333,10.3333,-10.0414,-10.5529,-11.1764,-10.7253,-24.5972,-15.7493,9.4327,8.78,10.4777,10.9204,24.5913,15.7435
USC00123527,40847,628.3333,717,313,317.3333,0,9,-9.8685,-10.378,-10.9836,-10.5575,-23.6957,-15.5792,9.3228,8.6719,10.3563,10.7404,23.6964,15.58
USC00123547,41804.3333,742.3333,846.3333,409.3333,410,0,15.3333,-9.8375,-10.3075,-10.9499,-10.4663,-24.2268,-15.4816,9.208,8.5962,10.2278,10.6651,24.2185,15.4733
USC00124657,10019.6667,129.3333,136.3333,64,63.3333,0,4,-9.8485,-10.0178,-10.953,-10.8357,-19.961,-14.8216,9.6641,9.4284,10.744,10.871,19.9414,14.802
