"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"pearson IV",3.11266631677374,-0.319541926238686,0.2434,8.0581,0.018,2.9774,3.4006,6.9018,8.1039,17.7334,21.1987
"pearson IV",3.10695211394504,-0.317028299176833,0.243,8.1043,0.0158,2.9829,3.4048,6.9244,8.1239,17.825,21.2883
"pearson IV",3.1012180560641,-0.315737561707152,0.2435,8.1528,0.0157,2.9877,3.4098,6.9448,8.1465,17.9112,21.3858
"pearson IV",3.09100486946804,-0.26123487888556,0.2039,8.1912,0.0139,3.0308,3.3833,7.0803,8.0856,18.3527,21.2677
"pearson IV",3.08468330248864,-0.259808337105438,0.2042,8.247,0.0141,3.0363,3.3888,7.104,8.1103,18.4528,21.3757
"pearson IV",3.07946750647342,-0.270576342414599,0.2138,8.3049,0.0151,3.033,3.4015,7.1009,8.1544,18.4697,21.5339
"pearson IV",3.07828674589889,-0.297852849480463,0.2355,8.3429,0.0157,3.0156,3.4216,7.0527,8.2134,18.3352,21.7123
"pearson IV",3.0715282053235,-0.28524923232547,0.2273,8.3944,0.0144,3.0289,3.42,7.0994,8.2189,18.5049,21.7682
"pearson IV",3.06589926854195,-0.283006493030349,0.2269,8.4468,0.0152,3.0345,3.4244,7.1227,8.2399,18.6013,21.863
"pearson IV",3.06105417711847,-0.285116487362888,0.2298,8.4969,0.0133,3.0366,3.431,7.1351,8.2662,18.6621,21.9689
"pearson IV",3.05299971529655,-0.260660371540347,0.2121,8.5534,0.0132,3.0593,3.4224,7.2107,8.2538,18.9251,21.9816
"pearson IV",3.04936897811247,-0.2659048933757,0.2172,8.596,0.0151,3.0584,3.43,7.213,8.2811,18.951,22.0838
"pearson IV",3.04627600046713,-0.286400707605295,0.2347,8.6499,0.0156,3.0467,3.4478,7.1833,8.3372,18.8801,22.2672
"pearson IV",3.03872572633578,-0.251539289824897,0.208,8.6938,0.0142,3.0765,3.4312,7.2792,8.3011,19.2021,22.2083
"pearson IV",3.03348405121965,-0.252079155815532,0.2097,8.7511,0.0135,3.0802,3.4372,7.2969,8.3267,19.2826,22.3165
"pearson IV",3.03162237601355,-0.274376598642208,0.2286,8.7952,0.0165,3.0661,3.4552,7.2588,8.3816,19.1803,22.4898
"pearson IV",3.02667152893869,-0.274729782885406,0.2302,8.8511,0.0146,3.0696,3.4609,7.2758,8.4059,19.2573,22.5931
"pearson IV",3.02134099621512,-0.26095501122484,0.22,8.8967,0.0148,3.0834,3.4569,7.323,8.4027,19.426,22.618
"pearson IV",3.01865797387343,-0.27972424423648,0.2365,8.9489,0.0161,3.0723,3.4735,7.2945,8.4549,19.3567,22.7898
"pearson IV",3.01131027789461,-0.249973609819775,0.2132,9.0022,0.013,3.0991,3.46,7.3823,8.4279,19.6579,22.7579
"beta",11.1086023651843,29.6113401481416,0.3085,3.0023,0.0498,1.301,1.9491,1.6754,2.7927,1.9468,3.5944
"beta",11.2345212497516,34.165731028188,0.3364,3.0423,0.0532,1.2852,1.9927,1.653,2.8786,1.9195,3.7383
"gamma",53.052101375195,NA,0.2746,3.1131,0.0418,1.4438,2.0241,1.9625,3.0167,2.424,4.0854
"gamma",34.9614627969497,NA,0.3382,3.1716,0.0492,1.3816,2.0968,1.8533,3.1515,2.258,4.3021
"inverse gamma",160.353295085207,NA,0.3199,3.1928,0.0457,1.4287,2.1057,1.9485,3.1939,2.4205,4.4158
"inverse gamma",134.800559284329,NA,0.3497,3.2307,0.0506,1.4053,2.1458,1.9093,3.2744,2.3633,4.5564
"pearson IV",20.3370149833057,-20.8295528333634,0.3174,3.3236,0.0455,1.5264,2.199,2.1699,3.4591,2.8409,5.0194
"pearson IV",19.9178797290986,-21.1888446483761,0.331,3.3413,0.044,1.5159,2.2173,2.1517,3.4976,2.8132,5.0906
"pearson IV",14.4709694883577,-11.269768054476,0.3152,3.4059,0.0435,1.5859,2.2534,2.3114,3.6211,3.1269,5.4087
"pearson IV",13.528118783785,-10.5654228956136,0.3306,3.4434,0.0455,1.5851,2.2852,2.3175,3.6988,3.1508,5.575
"pearson IV",11.5385661979648,-7.92861302515026,0.3308,3.5051,0.0448,1.6247,2.3244,2.4155,3.8175,3.3594,5.8706
"pearson IV",9.79770873173605,-5.36353494170122,0.3047,3.5599,0.0374,1.7013,2.3444,2.5964,3.9101,3.7372,6.1508
"pearson IV",9.09634435225744,-4.67905592812225,0.305,3.6049,0.0366,1.7281,2.371,2.6669,3.9933,3.8982,6.3674
"pearson IV",8.87576524909586,-4.78282012632536,0.3246,3.641,0.0388,1.7182,2.4023,2.6525,4.0686,3.8837,6.5315
"pearson IV",8.8137921368517,-5.15819328135252,0.3519,3.6756,0.0423,1.694,2.4356,2.605,4.1414,3.7994,6.6755
"pearson IV",7.75205120352795,-3.68571217091056,0.3237,3.7434,0.0379,1.7787,2.4586,2.8143,4.2517,4.2638,7.0279
"pearson IV",7.08981328395288,-2.90370135806967,0.3047,3.808,0.038,1.8443,2.482,2.9828,4.3529,4.6556,7.3468
"pearson IV",6.80434639593819,-2.64371171626262,0.3011,3.8487,0.0358,1.8716,2.5006,3.0574,4.4195,4.8386,7.5426
"pearson IV",6.49364542827615,-2.41700900106039,0.3022,3.9053,0.0342,1.8994,2.5293,3.1378,4.5147,5.0451,7.8134
"pearson IV",6.39769425407052,-2.48796568772197,0.3197,3.9426,0.0344,1.8918,2.5576,3.1282,4.5881,5.0419,7.9892
"pearson IV",6.21288035373297,-2.41834692579228,0.3293,3.9926,0.0364,1.902,2.5868,3.1646,4.6757,5.1483,8.2249
"pearson IV",5.88711338169128,-1.96347903347947,0.3002,4.0408,0.0334,1.9699,2.5916,3.3425,4.7316,5.5808,8.4564
"pearson IV",5.73808618593216,-1.97100420014933,0.3172,4.1007,0.0339,1.973,2.6287,3.3643,4.8385,5.6628,8.7397
"pearson IV",5.62852080632746,-1.94252492410038,0.3253,4.143,0.0341,1.9805,2.6519,3.393,4.9095,5.752,8.9376
"pearson IV",5.37441005668417,-1.6323329444821,0.3026,4.2049,0.0318,2.0423,2.6641,3.5631,4.9846,6.1887,9.2233
"pearson IV",5.29272500014491,-1.63027076454367,0.3121,4.2465,0.0334,2.0468,2.6871,3.5843,5.0541,6.2625,9.4176
"pearson IV",5.15647347198054,-1.52861165215634,0.3099,4.3005,0.0316,2.0734,2.7073,3.6649,5.1306,6.4872,9.6644
"pearson IV",5.05453295087628,-1.45163198583107,0.3076,4.3441,0.0306,2.0951,2.7229,3.7309,5.1908,6.673,9.862
"pearson IV",4.97297058644518,-1.43110108859604,0.3143,4.3912,0.032,2.105,2.7451,3.7675,5.263,6.7897,10.0773
"pearson IV",4.85045003093779,-1.29672885712795,0.3016,4.4418,0.0308,2.1435,2.7557,3.8796,5.3206,7.0968,10.297
"pearson IV",4.79605150637589,-1.37215977110714,0.3266,4.5015,0.0325,2.1314,2.7934,3.8615,5.4252,7.0853,10.5742
"pearson IV",4.69606110392418,-1.29371644422412,0.3233,4.5586,0.0327,2.1582,2.8114,3.9449,5.4982,7.3279,10.8246
"pearson IV",4.64579584879335,-1.26902364011854,0.3251,4.5936,0.0309,2.1689,2.8246,3.9811,5.5456,7.4395,10.9781
"pearson IV",4.56928121281974,-1.23383460779116,0.3285,4.6507,0.0336,2.1853,2.8461,4.0375,5.6224,7.616,11.2274
"pearson IV",4.49793439174211,-1.18690373896388,0.3279,4.7032,0.0303,2.2052,2.863,4.102,5.6882,7.8119,11.4522
"pearson IV",4.40096134350542,-1.0604126846022,0.3091,4.7591,0.0315,2.2511,2.8684,4.2377,5.7375,8.1971,11.6745
"pearson IV",4.35390770881251,-1.03473468529526,0.3095,4.8006,0.0284,2.2648,2.8816,4.2839,5.7882,8.3426,11.8482
"pearson IV",4.30945319480077,-1.04885009305552,0.3213,4.8556,0.0296,2.2672,2.9062,4.3025,5.8667,8.4235,12.0869
"pearson IV",4.26866272302112,-1.02502488878788,0.3213,4.8949,0.0289,2.2801,2.918,4.3463,5.9129,8.562,12.2485
"pearson IV",4.22332024029596,-1.02527753216331,0.3297,4.9512,0.0306,2.287,2.9401,4.3771,5.9873,8.6764,12.4855
"pearson IV",4.16437204041332,-0.95254092437774,0.3175,4.9991,0.0287,2.3189,2.9456,4.4747,6.0279,8.9654,12.6663
"pearson IV",4.12003645468969,-0.949948715828592,0.325,5.0592,0.0304,2.3275,2.9674,4.511,6.1034,9.0978,12.9133
"pearson IV",4.09719177461229,-0.952672175321728,0.3304,5.0933,0.0294,2.3307,2.9803,4.5269,6.147,9.1605,13.0535
"pearson IV",4.05266252680449,-0.922894661738537,0.329,5.1469,0.0319,2.3486,2.9938,4.5876,6.2034,9.3562,13.2616
"pearson IV",4.00724409616319,-0.862250388532411,0.3166,5.1907,0.029,2.3779,2.9968,4.6782,6.2352,9.6292,13.4155
"pearson IV",3.95784400970209,-0.811553616452496,0.3078,5.2487,0.0274,2.406,3.0056,4.7687,6.2845,9.9118,13.6235
"pearson IV",3.91918978315825,-0.779953779351898,0.3035,5.3008,0.0255,2.4261,3.0156,4.8357,6.332,10.1275,13.8117
"pearson IV",3.89394495654479,-0.777921459545381,0.3078,5.3452,0.0261,2.4328,3.0295,4.8637,6.3822,10.2313,13.9838
"pearson IV",3.85959844336845,-0.765259179073386,0.3099,5.4035,0.027,2.4459,3.0449,4.9122,6.4423,10.4005,14.2012
"pearson IV",3.83031447023246,-0.753352741503157,0.3112,5.455,0.0269,2.4577,3.0579,4.9559,6.4939,10.5529,14.3901
"pearson IV",3.8086727789822,-0.738727616364136,0.3098,5.4914,0.0279,2.4689,3.0653,4.9949,6.5268,10.6835,14.5183
"pearson IV",3.77523901662184,-0.722083601892926,0.31,5.5532,0.026,2.4843,3.0794,5.0508,6.5852,10.8771,14.7383
"pearson IV",3.74587830774905,-0.702496479192749,0.3081,5.6074,0.0247,2.5003,3.09,5.1068,6.6325,11.0671,14.9243
"pearson IV",3.72876543045603,-0.699039626561105,0.3103,5.6447,0.0241,2.5066,3.0996,5.1319,6.6694,11.1599,15.0579
"pearson IV",3.70620857648179,-0.700167211375665,0.3159,5.6989,0.0265,2.5127,3.1151,5.1597,6.7256,11.2698,15.2548
"pearson IV",3.67943314724788,-0.689767561149318,0.3174,5.7588,0.0271,2.5249,3.1286,5.2061,6.7804,11.4367,15.461
"pearson IV",3.65755259050336,-0.652713228988228,0.3055,5.7921,0.0249,2.5473,3.127,5.2767,6.7926,11.6587,15.5481
"pearson IV",3.64952264201269,-0.697388544890098,0.328,5.8414,0.0295,2.5308,3.1528,5.2381,6.8661,11.5748,15.7578
"pearson IV",3.62398045973573,-0.67866846025316,0.3255,5.8988,0.0285,2.5468,3.1624,5.2948,6.9112,11.7702,15.942
"pearson IV",3.59777952295495,-0.656754687004723,0.3215,5.9585,0.0263,2.5648,3.1711,5.3578,6.955,11.9863,16.1278
"pearson IV",3.57798548139399,-0.642342878733762,0.3194,6.007,0.0266,2.5779,3.1788,5.4043,6.9914,12.1484,16.2786
"pearson IV",3.55951501926174,-0.616002454860136,0.311,6.045,0.0246,2.5962,3.1798,5.4642,7.0096,12.3444,16.3796
"pearson IV",3.5502195584029,-0.646272581694648,0.3284,6.0953,0.0236,2.5856,3.2014,5.4423,7.0746,12.3072,16.5769
"pearson IV",3.53048170779366,-0.625691193002276,0.3231,6.1438,0.0239,2.602,3.2064,5.4985,7.1049,12.4988,16.7161
"pearson IV",3.50790457659168,-0.598560274606571,0.3149,6.1991,0.0236,2.6229,3.2103,5.5692,7.1353,12.737,16.8662
"pearson IV",3.49030417439993,-0.587510298877023,0.3137,6.2515,0.0246,2.6348,3.2185,5.613,7.1729,12.8945,17.0215
"pearson IV",3.47919481743872,-0.595205934721511,0.3206,6.2967,0.0256,2.6354,3.2311,5.6222,7.2168,12.946,17.1741
"pearson IV",3.46260457795789,-0.591325566111598,0.3229,6.3542,0.0251,2.6437,3.2424,5.6561,7.2625,13.0772,17.3504
"pearson IV",3.45060589348362,-0.599470230875537,0.3306,6.4061,0.0254,2.6444,3.2563,5.6667,7.3113,13.1355,17.5211
"pearson IV",3.42867883053096,-0.559439872647869,0.3146,6.4588,0.0242,2.673,3.2534,5.7597,7.3246,13.4413,17.6326
"pearson IV",3.41950770872436,-0.572558937933529,0.3244,6.5063,0.0238,2.6702,3.2679,5.7591,7.3727,13.4639,17.7941
"pearson IV",3.40461920986231,-0.546338619681075,0.3137,6.5455,0.0232,2.6897,3.2663,5.823,7.3834,13.6763,17.8764
"pearson IV",3.39427179458435,-0.547767664219253,0.3173,6.5902,0.025,2.6934,3.2758,5.841,7.4195,13.7536,18.0115
"pearson IV",3.38382729631406,-0.555135520590003,0.3245,6.6416,0.0249,2.6941,3.2887,5.8512,7.4651,13.8102,18.1736
"pearson IV",3.36168842252297,-0.503003881728044,0.3001,6.695,0.0223,2.7311,3.2791,5.9695,7.462,14.1953,18.2495
"pearson IV",3.35660367023316,-0.541100648442982,0.324,6.7516,0.0233,2.7133,3.3046,5.9253,7.5369,14.0901,18.4724
"pearson IV",3.3400854761661,-0.497283740304178,0.3025,6.79,0.0223,2.7441,3.2946,6.0231,7.5273,14.4064,18.5114
"pearson IV",3.33140403542318,-0.511731030206429,0.3136,6.8446,0.0231,2.7404,3.3104,6.0204,7.5798,14.4257,18.6897
"pearson IV",3.3237602930034,-0.531137583296047,0.3276,6.9006,0.0263,2.7335,3.3282,6.0081,7.6371,14.4156,18.8774
"pearson IV",3.30634841044713,-0.489044200112112,0.3068,6.9492,0.024,2.7647,3.3198,6.1087,7.6336,14.7471,18.94
"pearson IV",3.29419026515516,-0.483872665527277,0.307,7.0078,0.0233,2.7735,3.3279,6.1438,7.6694,14.8834,19.09
"pearson IV",3.28488664720696,-0.473511121614836,0.3031,7.0478,0.0219,2.7839,3.3303,6.1808,7.6869,15.0168,19.178
"pearson IV",3.27448687746515,-0.466325894011185,0.3015,7.0979,0.0227,2.7933,3.3356,6.2161,7.7137,15.1494,19.2973
"pearson IV",3.26273255846859,-0.46220420765481,0.3022,7.16,0.0211,2.8017,3.3441,6.2502,7.7509,15.2847,19.4524
"pearson IV",3.26051515836036,-0.484192288813181,0.317,7.1946,0.023,2.7903,3.3593,6.2209,7.7955,15.2109,19.5861
"pearson IV",3.24932189820521,-0.470559634645469,0.3115,7.2463,0.0227,2.8039,3.3617,6.269,7.8157,15.3841,19.6932
"pearson IV",3.23595684403414,-0.447252589296317,0.3001,7.3031,0.0202,2.8244,3.3603,6.3389,7.8282,15.6274,19.7895
"pearson IV",3.23357000766345,-0.474504033405101,0.3189,7.3461,0.0248,2.8099,3.3792,6.3009,7.8836,15.5295,19.9553
"pearson IV",3.22206493420107,-0.465674056162592,0.3165,7.4091,0.0218,2.8212,3.385,6.3435,7.914,15.6912,20.095
"pearson IV",3.21917200932489,-0.478243461903185,0.3259,7.4415,0.0248,2.8153,3.3955,6.3302,7.9471,15.6645,20.2015
"pearson IV",3.20902231245441,-0.465687416109722,0.3206,7.4941,0.022,2.8282,3.3978,6.3762,7.9663,15.8319,20.3048
"pearson IV",3.19914304787875,-0.455874559562653,0.317,7.5495,0.0237,2.8395,3.4015,6.4177,7.9893,15.9865,20.4182
"pearson IV",3.19557268746477,-0.471865914994851,0.3291,7.5923,0.0249,2.8319,3.4151,6.4002,8.032,15.9508,20.5562
"pearson IV",3.18186452939408,-0.43384754282888,0.3071,7.6448,0.0208,2.8625,3.4049,6.5001,8.0215,16.2871,20.5956
"pearson IV",3.17919624874415,-0.458350133360364,0.3251,7.6922,0.0204,2.8492,3.4232,6.4655,8.0762,16.1997,20.7641
"pearson IV",3.17120288438653,-0.455664223874919,0.3258,7.7474,0.0221,2.8553,3.4296,6.4912,8.1051,16.3048,20.8872
"pearson IV",3.16275446308032,-0.445432435127441,0.3213,7.7983,0.0229,2.8665,3.4318,6.5316,8.1225,16.4538,20.9809
"pearson IV",3.15849666043208,-0.455087783350609,0.3296,7.8426,0.0245,2.863,3.4424,6.5264,8.1583,16.4564,21.1052
"pearson IV",3.1466468887229,-0.420983200917486,0.3089,7.8931,0.0216,2.8912,3.4326,6.6186,8.147,16.7694,21.1363
"pearson IV",3.14489177866722,-0.447854505243245,0.329,7.9402,0.0233,2.8754,3.452,6.5762,8.2041,16.6555,21.3088
"pearson IV",3.13648401970277,-0.439456087899394,0.3257,7.9975,0.0236,2.8857,3.4554,6.6145,8.2254,16.8009,21.4159
"pearson IV",3.12872329767444,-0.427386954513844,0.3194,8.0463,0.0234,2.898,3.4557,6.658,8.2372,16.9594,21.4925
"pearson IV",3.12000826167758,-0.404017971594818,0.3049,8.0905,0.0206,2.9182,3.4494,6.7254,8.2319,17.1914,21.526
"pearson IV",3.11384763163747,-0.413669242851902,0.3141,8.1558,0.0216,2.9159,3.4624,6.7259,8.2777,17.2206,21.6927
"pearson IV",3.1076514233835,-0.398622672823258,0.3048,8.1911,0.02,2.9295,3.459,6.7718,8.277,17.381,21.7258
"pearson IV",3.10240576127544,-0.409458745887503,0.3148,8.252,0.0225,2.9259,3.472,6.7676,8.3215,17.3927,21.8846
"pearson IV",3.10039019734948,-0.429406838226132,0.3307,8.2974,0.021,2.9142,3.4876,6.7368,8.3692,17.3129,22.034
"pearson IV",3.09020273172529,-0.399524560085032,0.3113,8.3514,0.0193,2.9402,3.4785,6.8229,8.3583,17.6095,22.0625
"pearson IV",3.08874721650966,-0.420029758375604,0.3276,8.3932,0.0219,2.9277,3.4941,6.7891,8.405,17.5181,22.2065
"pearson IV",3.07857749349903,-0.390037642073818,0.3078,8.45,0.0208,2.9541,3.4848,6.8766,8.3938,17.8209,22.2348
"pearson IV",3.07633812537184,-0.414734161361586,0.3279,8.5064,0.0216,2.9392,3.5043,6.8369,8.453,17.7158,22.4206
"pearson IV",3.07049877815065,-0.401643090403173,0.3197,8.5462,0.0205,2.9517,3.5018,6.8799,8.4548,17.8693,22.4615
"pearson IV",3.06227680123411,-0.380960034497548,0.3061,8.601,0.021,2.9711,3.4967,6.9455,8.4527,18.1014,22.506
"pearson IV",3.061164300706,-0.401974632576574,0.3232,8.6423,0.0213,2.9577,3.5126,6.9087,8.5002,17.999,22.6515
"pearson IV",3.05189208098222,-0.375976915667765,0.3056,8.7029,0.0206,2.9815,3.5049,6.9888,8.4925,18.28,22.6871
"pearson IV",3.05021901870496,-0.39774197038589,0.3237,8.7525,0.0216,2.9679,3.5221,6.9518,8.5447,18.18,22.8507
"pearson IV",3.0424483956967,-0.378569779164623,0.311,8.8092,0.0218,2.9863,3.5175,7.0147,8.5437,18.4041,22.8973
"pearson IV",3.04100442447467,-0.398819523432758,0.328,8.8557,0.0235,2.9735,3.5335,6.9796,8.5923,18.3084,23.0492
"pearson IV",3.03402292635408,-0.382066064465325,0.3168,8.9092,0.0191,2.9898,3.5297,7.0357,8.5924,18.5095,23.0951
"pearson IV",3.03110022447538,-0.382058502412867,0.3178,8.9428,0.0189,2.9919,3.5331,7.0454,8.607,18.5535,23.157
"pearson IV",3.02619274819153,-0.38754167812597,0.3242,9.0087,0.0214,2.9915,3.5428,7.0509,8.6429,18.5955,23.2954
"beta",5.6499930472055,14.5185575124808,0.4064,2.9781,0.0688,1.1078,1.9536,1.3382,2.7192,1.4628,3.369
"beta",9.75896751151537,29.9993489747401,0.3617,3.0513,0.0589,1.2479,2.0079,1.5871,2.8947,1.8224,3.7459
"beta",9.23700789310038,31.6735357969068,0.3958,3.093,0.0652,1.2189,2.051,1.5408,2.9737,1.7592,3.8697
"beta",9.54797993897577,37.3850953702349,0.4169,3.1354,0.0643,1.2124,2.0901,1.5343,3.0552,1.7546,4.0124
"gamma",26.9961858691314,NA,0.3849,3.2223,0.0575,1.3367,2.151,1.7751,3.2521,2.1404,4.4641
"gamma",26.2739980545828,134.659268651134,0.3902,3.2284,0.0587,1.3317,2.1571,1.7664,3.2636,2.1274,4.4825
"inverse gamma",104.291747404326,NA,0.3994,3.3015,0.0558,1.3679,2.2141,1.8469,3.4132,2.2731,4.8023
"inverse gamma",96.8002937069247,NA,0.4152,3.326,0.0591,1.3563,2.2362,1.8279,3.4587,2.2457,4.8838
"pearson IV",19.8131522446289,-25.3187413986772,0.3793,3.3954,0.0536,1.4693,2.2735,2.0655,3.6082,2.6724,5.282
"pearson IV",17.4454440536653,-21.0464669270441,0.3941,3.4415,0.0542,1.4741,2.3098,2.0832,3.6986,2.7155,5.4761
"pearson IV",13.6340717623453,-12.7479930449137,0.3815,3.4975,0.049,1.5334,2.3415,2.2174,3.8099,2.9781,5.7687
"pearson IV",11.630359266391,-9.32437362242956,0.3755,3.5516,0.0474,1.5785,2.373,2.3241,3.9142,3.1972,6.0407
"pearson IV",10.617122230418,-8.02020611790009,0.3814,3.6013,0.0492,1.5991,2.4056,2.3784,4.0088,3.3183,6.2728
"pearson IV",10.1240494827833,-7.72301363476086,0.3985,3.6473,0.0512,1.5975,2.4398,2.3834,4.0955,3.3423,6.4678
"pearson IV",8.92525292748585,-5.67340870554931,0.375,3.6943,0.0472,1.6661,2.457,2.5456,4.1808,3.6844,6.7372
"pearson IV",8.56284505000338,-5.50539495816501,0.3917,3.744,0.0492,1.6665,2.492,2.5562,4.273,3.7231,6.9539
"pearson IV",7.97214804006741,-4.88412795452541,0.3983,3.8079,0.0482,1.6917,2.5296,2.6261,4.3881,3.8907,7.256
"pearson IV",7.45271269449033,-4.14221210313262,0.3868,3.8528,0.0464,1.7362,2.5479,2.738,4.4651,4.1448,7.4945
"pearson IV",7.1516626973846,-3.89800125546521,0.3942,3.9031,0.0453,1.7509,2.577,2.7825,4.5533,4.2598,7.7285
"pearson IV",6.92568936358905,-3.68817475611111,0.3974,3.9416,0.0457,1.7659,2.5977,2.8256,4.6194,4.3684,7.9109
"pearson IV",6.46645160563337,-3.0742232994996,0.382,4.0028,0.0436,1.8232,2.6198,2.9753,4.7175,4.7251,8.2304
"pearson IV",6.37477052379074,-3.13219183858391,0.3993,4.0443,0.045,1.8156,2.6478,2.9651,4.7904,4.7191,8.4062
"pearson IV",6.03800035859272,-2.70261612902861,0.3866,4.1038,0.0435,1.8659,2.6686,3.1,4.8822,5.051,8.7099
"pearson IV",5.93271433424531,-2.66919154356699,0.3955,4.1427,0.0445,1.8702,2.6905,3.1184,4.9469,5.11,8.8845
"pearson IV",5.70650189584074,-2.47108270248398,0.3974,4.2094,0.0423,1.8986,2.7203,3.2021,5.0513,5.3338,9.1992
"pearson IV",5.49497298169136,-2.17787500576861,0.3808,4.2556,0.0415,1.9461,2.7309,3.331,5.1141,5.6596,9.4353
"pearson IV",5.40036506057531,-2.13802840403002,0.3878,4.2988,0.0396,1.9545,2.7523,3.361,5.182,5.7511,9.6307
"pearson IV",5.24374782605469,-1.94516242955066,0.3769,4.3453,0.0407,1.9919,2.7648,3.466,5.2443,6.0264,9.8561
"pearson IV",5.17481253575534,-1.96728833970521,0.3917,4.3947,0.0411,1.99,2.7922,3.4713,5.3235,6.0624,10.0709
"pearson IV",5.09067725469638,-1.93505106391851,0.3991,4.4431,0.0426,1.9987,2.8147,3.5034,5.3962,6.1634,10.2855
"pearson IV",4.92241991423443,-1.70874352753186,0.3811,4.5012,0.0367,2.0505,2.8261,3.6497,5.4668,6.554,10.5643
"pearson IV",4.83020232072286,-1.62617908462044,0.3787,4.5487,0.0379,2.073,2.8418,3.7184,5.5299,6.7497,10.7788
"pearson IV",4.77335735486355,-1.65262021648139,0.3947,4.6047,0.039,2.0706,2.8706,3.7233,5.6151,6.7892,11.0178
"pearson IV",4.69853348346241,-1.60898677220196,0.3984,4.6568,0.0401,2.0849,2.8905,3.7714,5.6861,6.9367,11.2453
"pearson IV",4.60927874421422,-1.50709795611352,0.3906,4.7055,0.0386,2.1149,2.9022,3.8609,5.7438,7.1897,11.4629
"pearson IV",4.53085976561997,-1.43458969369903,0.3873,4.7577,0.0385,2.1389,2.9173,3.9355,5.8076,7.4086,11.6901
"pearson IV",4.46006244165264,-1.36140055014566,0.3818,4.805,0.0355,2.1639,2.929,4.0123,5.8623,7.6326,11.8944
"pearson IV",4.39943470832612,-1.31454363231314,0.381,4.8545,0.0354,2.1823,2.9438,4.072,5.922,7.8144,12.1038
"pearson IV",4.35196967247641,-1.29165161364246,0.3842,4.9011,0.0366,2.1936,2.9599,4.1119,5.9804,7.9434,12.2985
"pearson IV",4.3011267019352,-1.25253677461063,0.3834,4.9474,0.0351,2.2103,2.9731,4.1664,6.0344,8.1118,12.4905
"pearson IV",4.26514526567981,-1.26317135993741,0.3943,4.9989,0.0373,2.2115,2.9947,4.1797,6.1033,8.1733,12.701
"pearson IV",4.20585720513947,-1.210957330151,0.3914,5.0559,0.0352,2.2341,3.009,4.2527,6.1659,8.398,12.9333
"pearson IV",4.16092353880592,-1.18540743337572,0.3935,5.1084,0.0371,2.2478,3.0248,4.3004,6.2266,8.5534,13.1446
"pearson IV",4.11913653119467,-1.1531769396707,0.3926,5.1555,0.0345,2.2636,3.037,4.3531,6.2777,8.7204,13.3321
"pearson IV",4.06629349634517,-1.08125969777978,0.3808,5.2022,0.0345,2.2945,3.042,4.4478,6.3173,9.0034,13.5136
"pearson IV",4.045925609353,-1.1104548099786,0.3956,5.2512,0.0348,2.2882,3.064,4.4396,6.3833,9.0057,13.7076
"pearson IV",4.00623924646061,-1.07763512923848,0.3938,5.3015,0.0344,2.3055,3.0756,4.4972,6.4343,9.19,13.9012
"pearson IV",3.96342424219474,-1.01955541392742,0.3833,5.3457,0.0371,2.3326,3.08,4.5816,6.4697,9.4467,14.066
"pearson IV",3.9167316500796,-0.971158968633274,0.3767,5.4056,0.0323,2.3583,3.0903,4.6652,6.5234,9.7109,14.2872
"pearson IV",3.89223542071413,-0.969277647742303,0.3821,5.4524,0.034,2.3639,3.1049,4.6895,6.5754,9.803,14.4642
"pearson IV",3.87782058091834,-0.992999387760647,0.3949,5.4961,0.0347,2.3582,3.1233,4.6813,6.6313,9.8019,14.632
"pearson IV",3.84364836178254,-0.971685204283102,0.3955,5.5547,0.033,2.3729,3.1371,4.7334,6.6885,9.9785,14.8461
"pearson IV",3.81195082261227,-0.948783471727744,0.3948,5.6096,0.0331,2.3881,3.1489,4.7865,6.7398,10.1567,15.0434
"pearson IV",3.77239906293573,-0.874044127120171,0.3746,5.6509,0.0315,2.4256,3.1448,4.9013,6.7559,10.505,15.1739
"pearson IV",3.76528599527199,-0.928944112315774,0.3995,5.7049,0.0349,2.406,3.1726,4.8542,6.8327,10.3975,15.3838
"pearson IV",3.72862144897459,-0.875628170869313,0.387,5.7578,0.032,2.4356,3.1756,4.9485,6.8667,10.6948,15.558
"pearson IV",3.7133265340724,-0.872972140506376,0.3901,5.7948,0.0306,2.4404,3.1853,4.9688,6.9031,10.7718,15.688
"pearson IV",3.68932490402833,-0.8490108567141,0.3863,5.8403,0.0321,2.4562,3.192,5.0223,6.9385,10.949,15.8391
"pearson IV",3.65632449329132,-0.806939663368277,0.3766,5.8991,0.0305,2.4825,3.1973,5.1083,6.9775,11.2284,16.0254
"pearson IV",3.63644798122812,-0.799303514873143,0.3786,5.9495,0.0314,2.4912,3.2085,5.1423,7.0225,11.3527,16.1946
"pearson IV",3.62428678059485,-0.809211964184418,0.3867,5.9925,0.0333,2.4905,3.2221,5.1471,7.068,11.3881,16.3454
"pearson IV",3.60856498896377,-0.827149346334394,0.3998,6.0541,0.0331,2.4872,3.2424,5.1475,7.1341,11.4193,16.5605
"pearson IV",3.58634226552676,-0.809721066107973,0.3983,6.109,0.0301,2.5011,3.2515,5.197,7.1767,11.5915,16.7353
"pearson IV",3.56945724259363,-0.800203735521994,0.3989,6.1554,0.0327,2.5102,3.2603,5.2312,7.2143,11.7147,16.8833
