"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"weibull",2.08286,NA,0.5778,3.15,0.0765,3.1565,0.5792,0.1059,2.4877,0.0777796811517159,0.999142,2.9629,3.2258,3.4749,3.712,3.9387
"weibull",2.03751,NA,0.6065,3.2,0.0837,3.1988,0.6032,0.1092,2.5311,0.0832894776997206,0.99917,3.0212,3.2919,3.5486,3.7932,4.0272
"weibull",1.99609,NA,0.6337,3.25,0.0878,3.2521,0.6344,0.1124,2.5731,0.0885697529302806,0.999205,3.0779,3.3562,3.6203,3.8722,4.1135
"weibull",1.95798,NA,0.6598,3.3,0.0926,3.3005,0.6595,0.1155,2.6139,0.0936521658911363,0.999238,3.1332,3.4189,3.6904,3.9495,4.198
"weibull",1.92273,NA,0.6847,3.35,0.0998,3.3479,0.6842,0.1186,2.6537,0.0985572209156053,0.999266,3.1873,3.4803,3.759,4.0253,4.2808
"weibull",1.88994,NA,0.7087,3.4,0.102,3.399,0.7082,0.1217,2.6926,0.103307168273271,0.999294,3.2403,3.5406,3.8264,4.0998,4.3623
"weibull",1.85932,NA,0.7318,3.45,0.1085,3.4457,0.7324,0.1248,2.7307,0.107915451400819,0.999323,3.2924,3.5998,3.8927,4.173,4.4425
"weibull",1.8306,NA,0.7542,3.5,0.1155,3.5137,0.7584,0.1278,2.768,0.112397982874364,0.999345,3.3436,3.6581,3.958,4.2453,4.5216
"weibull",1.80359,NA,0.7758,3.55,0.1146,3.5657,0.7763,0.1308,2.8048,0.116762786145532,0.99937,3.3941,3.7156,4.0224,4.3166,4.5997
"weibull",1.77811,NA,0.7968,3.6,0.1208,3.6148,0.7998,0.1338,2.8409,0.121019737606857,0.999392,3.4439,3.7723,4.0861,4.3871,4.677
"weibull",1.75399,NA,0.8172,3.65,0.1243,3.6545,0.8177,0.1368,2.8765,0.125180344919051,0.999414,3.4931,3.8284,4.149,4.4569,4.7535
"weibull",1.73113,NA,0.8371,3.7,0.1307,3.6819,0.8335,0.1397,2.9114,0.129246677928196,0.999434,3.5416,3.8838,4.2112,4.5259,4.8292
"weibull",1.70939,NA,0.8565,3.75,0.1314,3.7366,0.8534,0.1427,2.946,0.133229978724236,0.999455,3.5897,3.9387,4.2729,4.5943,4.9044
"weibull",1.68869,NA,0.8754,3.8,0.1375,3.7941,0.8719,0.1456,2.98,0.137132638614596,0.999474,3.6372,3.993,4.334,4.6621,4.9789
"weibull",1.66893,NA,0.8939,3.85,0.1414,3.865,0.8953,0.1485,3.0138,0.140962352365687,0.999491,3.6844,4.0469,4.3947,4.7295,5.0529
"weibull",1.65005,NA,0.912,3.9,0.1418,3.8877,0.9107,0.1514,3.0471,0.144720567323827,0.999507,3.731,4.1004,4.4548,4.7963,5.1264
"weibull",1.63198,NA,0.9297,3.95,0.1484,3.9335,0.9246,0.1543,3.0801,0.148411802784274,0.999523,3.7773,4.1534,4.5145,4.8627,5.1994
"weibull",1.61466,NA,0.947,4,0.1511,3.9831,0.9447,0.1572,3.1126,0.152039688823496,0.99954,3.8232,4.206,4.5738,4.9286,5.272
"weibull",1.59803,NA,0.964,4.05,0.1575,4.0766,0.9701,0.1601,3.1449,0.155608895221722,0.999556,3.8688,4.2582,4.6327,4.9942,5.3442
"weibull",1.58204,NA,0.9807,4.1,0.1591,4.0983,0.981,0.163,3.177,0.159122921362059,0.99957,3.9141,4.3102,4.6913,5.0594,5.416
"weibull",1.56666,NA,0.997,4.15,0.1645,4.172,0.9994,0.1659,3.2087,0.162581577009815,0.999587,3.9591,4.3617,4.7495,5.1243,5.4875
"weibull",1.55185,NA,1.0131,4.2,0.1659,4.194,1.0126,0.1687,3.2401,0.165987460185688,0.999598,4.0037,4.413,4.8074,5.1888,5.5586
"weibull",1.53756,NA,1.0289,4.25,0.17,4.2778,1.0339,0.1716,3.2712,0.169346222497205,0.999611,4.0481,4.464,4.8651,5.2531,5.6295
"weibull",1.52377,NA,1.0445,4.3,0.1722,4.283,1.0414,0.1745,3.3021,0.172657124319867,0.999625,4.0922,4.5148,4.9224,5.317,5.7001
"weibull",1.51044,NA,1.0598,4.35,0.1773,4.3777,1.0677,0.1774,3.3327,0.175924668819632,0.999638,4.1361,4.5653,4.9795,5.3808,5.7705
"weibull",1.49756,NA,1.0749,4.4,0.1807,4.3847,1.0746,0.1802,3.3632,0.179146478785986,0.99965,4.1798,4.6155,5.0363,5.4442,5.8405
"weibull",1.48509,NA,1.0897,4.45,0.1804,4.4167,1.0841,0.1831,3.3934,0.18232801144762,0.999662,4.2232,4.6655,5.093,5.5074,5.9104
"weibull",1.47302,NA,1.1043,4.5,0.1865,4.4687,1.1009,0.186,3.4234,0.185467555772814,0.999673,4.2664,4.7153,5.1493,5.5704,5.98
"weibull",1.46131,NA,1.1187,4.55,0.1937,4.5828,1.1268,0.1889,3.4531,0.188571545721483,0.999684,4.3094,4.7649,5.2055,5.6332,6.0495
"weibull",1.44996,NA,1.133,4.6,0.1915,4.5584,1.1271,0.1917,3.4826,0.191636232603517,0.999695,4.3522,4.8142,5.2615,5.6958,6.1187
"weibull",1.43894,NA,1.147,4.65,0.1938,4.6539,1.1461,0.1946,3.5121,0.19466612124588,0.999706,4.3949,4.8634,5.3173,5.7583,6.1878
"weibull",1.42825,NA,1.1608,4.7,0.1968,4.6926,1.1607,0.1975,3.5413,0.197657773310967,0.999715,4.4373,4.9124,5.3728,5.8204,6.2566
"weibull",1.41785,NA,1.1745,4.75,0.1998,4.7108,1.1653,0.2003,3.5703,0.200619180029344,0.999725,4.4796,4.9612,5.4283,5.8825,6.3253
"weibull",1.40774,NA,1.188,4.8,0.2048,4.7968,1.1896,0.2032,3.5991,0.203547376158497,0.999735,4.5217,5.0099,5.4835,5.9444,6.3939
"weibull",1.3979,NA,1.2013,4.85,0.2049,4.8455,1.2019,0.2061,3.6279,0.206445283734569,0.999742,4.5637,5.0584,5.5387,6.0062,6.4623
"weibull",1.38833,NA,1.2145,4.9,0.2114,4.9353,1.2188,0.2089,3.6563,0.209310129830268,0.999752,4.6055,5.1067,5.5936,6.0677,6.5306
"weibull",1.37901,NA,1.2275,4.95,0.2139,4.9447,1.2298,0.2118,3.6847,0.212145229657421,0.99976,4.6471,5.1549,5.6484,6.1292,6.5987
"weibull",1.36992,NA,1.2403,5,0.2139,5.011,1.2424,0.2147,3.7128,0.214954243542799,0.999769,4.6886,5.203,5.7031,6.1905,6.6668
"weibull",1.36107,NA,1.253,5.05,0.2179,5.0696,1.2535,0.2176,3.741,0.217731690433787,0.999776,4.73,5.2509,5.7576,6.2517,6.7346
"weibull",1.35243,NA,1.2656,5.1,0.2187,5.0919,1.2644,0.2205,3.7688,0.22048470245548,0.999784,4.7712,5.2987,5.812,6.3128,6.8025
"weibull",1.34401,NA,1.2781,5.15,0.2235,5.1515,1.2791,0.2234,3.7965,0.223207919610823,0.999792,4.8123,5.3463,5.8662,6.3737,6.8701
"weibull",1.33578,NA,1.2904,5.2,0.2238,5.1889,1.289,0.2262,3.8242,0.225908982358302,0.999799,4.8533,5.3939,5.9204,6.4346,6.9377
"weibull",1.32775,NA,1.3026,5.25,0.2306,5.2837,1.3112,0.2291,3.8517,0.228582658958527,0.999807,4.8942,5.4413,5.9744,6.4953,7.0052
"weibull",1.31991,NA,1.3146,5.3,0.2289,5.2542,1.3079,0.232,3.879,0.231230300822376,0.999814,4.9349,5.4885,6.0283,6.5559,7.0725
"weibull",1.31224,NA,1.3265,5.35,0.2328,5.3,1.3172,0.2349,3.9063,0.233856870905677,0.999821,4.9756,5.5357,6.0821,6.6164,7.1398
"weibull",1.30475,NA,1.3384,5.4,0.236,5.3659,1.3351,0.2378,3.9334,0.236457198929955,0.999828,5.0161,5.5828,6.1358,6.6768,7.207
"weibull",1.29742,NA,1.3501,5.45,0.2384,5.4619,1.3527,0.2407,3.9603,0.239036529676889,0.999834,5.0565,5.6297,6.1894,6.7371,7.2741
"weibull",1.29025,NA,1.3617,5.5,0.241,5.4678,1.3587,0.2436,3.9872,0.241593283145326,0.99984,5.0968,5.6766,6.2429,6.7974,7.3411
"weibull",1.28323,NA,1.3732,5.55,0.2408,5.5639,1.3704,0.2465,4.0139,0.244129494335601,0.999845,5.137,5.7234,6.2964,6.8576,7.4081
"weibull",1.27636,NA,1.3845,5.6,0.2434,5.5819,1.382,0.2494,4.0406,0.246643682376888,0.999851,5.1771,5.7701,6.3497,6.9176,7.475
"weibull",1.26964,NA,1.3958,5.65,0.2483,5.662,1.3959,0.2523,4.067,0.24913434738147,0.999857,5.2171,5.8166,6.4029,6.9776,7.5418
"weibull",1.26305,NA,1.407,5.7,0.2528,5.6785,1.4056,0.2553,4.0935,0.251607524357881,0.999863,5.2571,5.8631,6.4561,7.0375,7.6086
"weibull",1.2566,NA,1.4181,5.75,0.2546,5.7656,1.4205,0.2582,4.1198,0.254058135243727,0.999868,5.2969,5.9094,6.5091,7.0973,7.6752
"weibull",1.25027,NA,1.4291,5.8,0.2558,5.7665,1.4255,0.2611,4.1459,0.256492507212371,0.999873,5.3366,5.9558,6.5621,7.1571,7.7419
"weibull",1.24407,NA,1.44,5.85,0.2597,5.8998,1.4473,0.264,4.172,0.25890557676124,0.999879,5.3763,6.002,6.615,7.2168,7.8085
"weibull",1.23799,NA,1.4508,5.9,0.2611,5.8564,1.4456,0.2669,4.1979,0.261300003629323,0.999883,5.4158,6.0481,6.6678,7.2764,7.875
"weibull",1.23202,NA,1.4615,5.95,0.2669,5.9078,1.4602,0.2699,4.2238,0.263678618229286,0.999888,5.4553,6.0942,6.7206,7.336,7.9415
"weibull",1.22617,NA,1.4721,6,0.2661,6.1103,1.4865,0.2728,4.2496,0.266036315030033,0.999892,5.4947,6.1402,6.7733,7.3955,8.0079
"weibull",1.22043,NA,1.4827,6.05,0.269,6.0734,1.4852,0.2757,4.2753,0.268375990603466,0.999896,5.534,6.1861,6.8259,7.4549,8.0742
"weibull",1.21479,NA,1.4931,6.1,0.2727,6.0849,1.4932,0.2787,4.3009,0.270700712949034,0.999901,5.5733,6.2319,6.8785,7.5144,8.1406
"weibull",1.20926,NA,1.5035,6.15,0.2714,6.185,1.5073,0.2816,4.3263,0.27300534054386,0.999905,5.6124,6.2776,6.9309,7.5736,8.2068
"weibull",1.20382,NA,1.5138,6.2,0.2773,6.1951,1.5153,0.2846,4.3518,0.275297246376193,0.999909,5.6515,6.3234,6.9834,7.633,8.2731
"weibull",1.19848,NA,1.5241,6.25,0.2804,6.2228,1.5215,0.2875,4.3771,0.277571313059926,0.999913,5.6906,6.369,7.0358,7.6922,8.3393
"weibull",1.19324,NA,1.5342,6.3,0.2794,6.3411,1.5401,0.2905,4.4023,0.279826558201799,0.999917,5.7295,6.4145,7.088,7.7513,8.4054
"weibull",1.18809,NA,1.5443,6.35,0.2808,6.3005,1.5401,0.2934,4.4273,0.282066362140358,0.999921,5.7683,6.4599,7.1402,7.8104,8.4715
"weibull",1.18302,NA,1.5543,6.4,0.2833,6.4497,1.5598,0.2964,4.4525,0.2842942770922,0.999925,5.8072,6.5054,7.1924,7.8695,8.5376
"weibull",1.17804,NA,1.5642,6.45,0.2865,6.4675,1.5657,0.2994,4.4774,0.286505102914945,0.999928,5.8459,6.5508,7.2446,7.9285,8.6037
"weibull",1.17314,NA,1.5741,6.5001,0.2928,6.5642,1.585,0.3023,4.5023,0.288702464897879,0.999931,5.8846,6.5961,7.2967,7.9876,8.6697
"weibull",1.16833,NA,1.5839,6.55,0.2922,6.518,1.5819,0.3053,4.5271,0.290881056596954,0.999934,5.9232,6.6413,7.3486,8.0464,8.7356
"weibull",1.16359,NA,1.5936,6.6,0.2944,6.571,1.5919,0.3083,4.5518,0.293049174482011,0.999938,5.9618,6.6865,7.4006,8.1054,8.8016
"weibull",1.15893,NA,1.6033,6.6501,0.2958,6.5506,1.5921,0.3113,4.5764,0.2952015420913,0.99994,6.0003,6.7316,7.4526,8.1642,8.8675
"weibull",1.15435,NA,1.6129,6.7,0.2967,6.7101,1.6159,0.3142,4.6009,0.297337383095674,0.999943,6.0386,6.7766,7.5044,8.223,8.9333
"weibull",1.14984,NA,1.6224,6.75,0.3011,6.7961,1.6292,0.3172,4.6254,0.299460645007498,0.999946,6.077,6.8216,7.5561,8.2817,8.9991
"weibull",1.1454,NA,1.6319,6.8,0.303,6.8226,1.6353,0.3202,4.6498,0.301570672252306,0.999949,6.1153,6.8665,7.6079,8.3404,9.0649
"weibull",1.14103,NA,1.6413,6.8499,0.3039,6.8533,1.6384,0.3232,4.674,0.303666803085023,0.999951,6.1535,6.9114,7.6596,8.3991,9.1307
"weibull",1.13672,NA,1.6506,6.9,0.3031,6.9746,1.6581,0.3262,4.6982,0.30575323297078,0.999954,6.1917,6.9563,7.7113,8.4578,9.1966
"weibull",1.13248,NA,1.6599,6.95,0.3078,6.915,1.6536,0.3292,4.7225,0.307824513997317,0.999957,6.2299,7.0011,7.7629,8.5164,9.2623
"weibull",1.12831,NA,1.6691,6.9999,0.3077,6.9109,1.6578,0.3322,4.7465,0.309879967602489,0.999959,6.2679,7.0457,7.8144,8.5749,9.3279
"weibull",1.12419,NA,1.6783,7.05,0.3142,7.1391,1.6887,0.3352,4.7706,0.311928900639319,0.999962,6.306,7.0905,7.866,8.6335,9.3937
"weibull",1.12014,NA,1.6874,7.1,0.3139,6.9925,1.6741,0.3382,4.7944,0.313960810144048,0.999964,6.3439,7.1351,7.9175,8.692,9.4594
"weibull",1.11615,NA,1.6965,7.1499,0.3164,7.1753,1.7043,0.3412,4.8183,0.315980085980534,0.999966,6.3818,7.1796,7.9689,8.7504,9.525
"weibull",1.11221,NA,1.7055,7.2,0.3164,7.2934,1.7165,0.3443,4.8421,0.31799128863397,0.999968,6.4197,7.2242,8.0203,8.8089,9.5907
"weibull",1.10833,NA,1.7145,7.25,0.3204,7.164,1.7051,0.3473,4.8658,0.319988808523485,0.99997,6.4575,7.2687,8.0717,8.8674,9.6563
"weibull",1.10451,NA,1.7234,7.3,0.3192,7.3215,1.7232,0.3503,4.8894,0.321972070948256,0.999972,6.4952,7.3131,8.123,8.9257,9.7218
"weibull",1.10074,NA,1.7322,7.3499,0.3212,7.3599,1.7334,0.3533,4.913,0.323945754347894,0.999973,6.5329,7.3575,8.1743,8.984,9.7874
"weibull",1.09702,NA,1.741,7.4,0.3271,7.4132,1.7387,0.3564,4.9366,0.325909406503281,0.999975,6.5706,7.4019,8.2255,9.0424,9.853
"weibull",1.09335,NA,1.7498,7.45,0.3282,7.4438,1.7514,0.3594,4.96,0.327862571246976,0.999977,6.6082,7.4462,8.2768,9.1007,9.9186
"weibull",1.08974,NA,1.7585,7.4999,0.3291,7.4616,1.7526,0.3624,4.9833,0.329799401800193,0.999979,6.6457,7.4904,8.3279,9.1589,9.984
"weibull",1.08617,NA,1.7671,7.55,0.3305,7.4295,1.7536,0.3655,5.0066,0.331730165169592,0.99998,6.6832,7.5347,8.3791,9.2172,10.0496
"weibull",1.08265,NA,1.7758,7.6,0.3292,7.7005,1.7859,0.3685,5.0299,0.33364905081735,0.999982,6.7207,7.5788,8.4302,9.2754,10.1151
"weibull",1.07918,NA,1.7843,7.65,0.336,7.6602,1.7863,0.3716,5.0531,0.335555588608062,0.999983,6.7581,7.6229,8.4812,9.3335,10.1805
"weibull",1.07575,NA,1.7928,7.7,0.3344,7.7328,1.7998,0.3746,5.0763,0.337454864072088,0.999984,6.7955,7.6671,8.5323,9.3918,10.246
"weibull",1.07237,NA,1.8013,7.75,0.3407,7.733,1.7975,0.3777,5.0993,0.339340927972427,0.999985,6.8328,7.7111,8.5833,9.4499,10.3114
"weibull",1.06903,NA,1.8097,7.8,0.3392,7.788,1.8072,0.3807,5.1223,0.341218945449825,0.999987,6.8701,7.7551,8.6343,9.508,10.3769
"weibull",1.06574,NA,1.8181,7.8499,0.3443,7.7858,1.8147,0.3838,5.1452,0.34308287591327,0.999988,6.9073,7.7991,8.6851,9.566,10.4423
"weibull",1.06248,NA,1.8265,7.9,0.345,7.9968,1.8341,0.3869,5.1681,0.344943693702624,0.999989,6.9445,7.8431,8.7361,9.6242,10.5078
"weibull",1.05927,NA,1.8347,7.95,0.3469,7.8876,1.8236,0.3899,5.1909,0.346789623337354,0.99999,6.9817,7.887,8.787,9.6822,10.5732
"weibull",1.0561,NA,1.843,8,0.3478,8.077,1.8483,0.393,5.2137,0.348625989711827,0.999991,7.0188,7.9308,8.8378,9.7402,10.6385
"weibull",1.05297,NA,1.8512,8.05,0.3503,7.9431,1.8433,0.3961,5.2363,0.350452428382015,0.999992,7.0558,7.9746,8.8885,9.7982,10.7039
"weibull",1.04987,NA,1.8594,8.1001,0.3484,8.1082,1.8586,0.3992,5.259,0.352274471191016,0.999993,7.0929,8.0185,8.9394,9.8563,10.7694
"weibull",1.04682,NA,1.8675,8.15,0.355,8.067,1.8611,0.4022,5.2815,0.354079993738246,0.999994,7.1298,8.0621,8.9901,9.9141,10.8346
"weibull",1.0438,NA,1.8756,8.2,0.3565,8.1588,1.8676,0.4053,5.3041,0.355880464114418,0.999994,7.1668,8.1059,9.0408,9.9721,10.9
"weibull",1.04082,NA,1.8836,8.25,0.3593,8.3382,1.8958,0.4084,5.3265,0.357669610015301,0.999995,7.2037,8.1495,9.0915,10.03,10.9653
"weibull",1.03787,NA,1.8917,8.3,0.3593,8.3514,1.8953,0.4115,5.349,0.359453122665262,0.999996,7.2406,8.1932,9.1422,10.0879,11.0307
"weibull",1.03496,NA,1.8996,8.35,0.3615,8.2789,1.8935,0.4146,5.3713,0.361224641509521,0.999996,7.2774,8.2368,9.1928,10.1458,11.096
"weibull",1.03208,NA,1.9076,8.4,0.3604,8.4099,1.907,0.4177,5.3935,0.362989937528614,0.999997,7.3142,8.2804,9.2434,10.2037,11.1614
"weibull",1.02924,NA,1.9155,8.45,0.3673,8.3422,1.904,0.4208,5.4158,0.364742562584544,0.999997,7.3509,8.3239,9.294,10.2614,11.2266
"weibull",1.02643,NA,1.9233,8.5,0.3655,8.4934,1.9173,0.4239,5.438,0.36648836747772,0.999998,7.3876,8.3673,9.3445,10.3192,11.2918
"weibull",1.02365,NA,1.9311,8.55,0.3682,8.6333,1.9421,0.427,5.46,0.368227092399191,0.999998,7.4243,8.4108,9.395,10.3771,11.3572
"weibull",1.0209,NA,1.9389,8.6,0.3659,8.7014,1.9484,0.4301,5.4821,0.369958475700364,0.999999,7.4609,8.4543,9.4456,10.4349,11.4225
"weibull",1.01819,NA,1.9467,8.6499,0.3705,8.6237,1.9446,0.4332,5.5041,0.371675895854613,0.999999,7.4975,8.4976,9.4959,10.4926,11.4877
"weibull",1.0155,NA,1.9544,8.7,0.3725,8.7818,1.9628,0.4363,5.5262,0.373391762547573,0.999999,7.5341,8.5411,9.5465,10.5504,11.553
"weibull",1.01285,NA,1.9621,8.7499,0.3753,8.6082,1.9467,0.4395,5.5479,0.375093051715393,0.999999,7.5705,8.5843,9.5968,10.608,11.6182
"weibull",1.01022,NA,1.9697,8.8,0.3751,8.8296,1.9728,0.4426,5.5699,0.376792335088672,1,7.6071,8.6277,9.6473,10.6658,11.6835
"weibull",1.00762,NA,1.9774,8.8501,0.3754,8.7964,1.9746,0.4457,5.5917,0.37848294351052,1,7.6436,8.671,9.6977,10.7236,11.7489
"weibull",1.00505,NA,1.9849,8.9001,0.3774,8.797,1.9742,0.4489,5.6135,0.380164605738187,1,7.68,8.7143,9.7481,10.7813,11.8141
"weibull",1.00251,NA,1.9925,8.9501,0.3854,8.9867,1.9974,0.452,5.6352,0.381837049185061,1,7.7164,8.7575,9.7984,10.839,11.8793
"weibull",1,NA,2,9,0.3818,9.0155,2.0012,0.4551,5.6568,0.3835,1,7.7527,8.8006,9.8486,10.8965,11.9445
"weibull",0.85857,NA,2.5207,13,0.4948,12.9745,2.5145,0.7153,7.2492,0.497150335975789,0.999914,10.5692,12.1763,13.8112,15.4718,17.1561
"weibull",0.77867,NA,2.9382,17.0002,0.585,17.918,2.9932,0.9901,8.6295,0.584935488181743,0.999746,13.2514,15.4365,17.6873,19.9994,22.3689
"weibull",0.72568,NA,3.2944,21.0003,0.6555,21.7066,3.3234,1.2758,9.8539,0.65703618999853,0.999551,15.8358,18.6119,21.4996,24.4923,27.5842
"weibull",0.68723,NA,3.6091,25.0002,0.7216,26.3086,3.67,1.5699,10.9548,0.718479139209651,0.99935,18.342,21.7182,25.2586,28.9545,32.7983
"weibull",0.65767,NA,3.8933,28.9995,0.7741,28.518,3.8619,1.8706,11.9537,0.772159175433919,0.999151,20.7825,24.7656,28.9708,33.3879,38.0079
"weibull",0.634,NA,4.1539,32.9999,0.8246,31.2058,4.09,2.1769,12.8664,0.819929519038434,0.998956,23.1673,27.7623,32.6424,37.7959,43.2126
"weibull",0.61448,NA,4.3957,37.0001,0.8612,38.1878,4.4377,2.4876,13.7043,0.863014880800532,0.998768,25.5024,30.713,36.2759,42.1783,48.409
"weibull",0.59801,NA,4.6219,40.9998,0.9045,38.8597,4.5626,2.802,14.4765,0.902297173263292,0.998588,27.7931,33.6221,39.8743,46.5362,53.5958
"weibull",0.58386,NA,4.835,44.9989,0.9379,43.0168,4.7829,3.1197,15.1901,0.938425308614118,0.998414,30.0437,36.4931,43.4401,50.8706,58.7722
"weibull",0.57152,NA,5.0369,48.9984,0.967,50.0475,5.0132,3.4403,15.8513,0.97190259188498,0.998246,32.2583,39.3298,46.9762,55.1835,63.939
"weibull",0.56062,NA,5.2292,53.0012,1.0034,48.896,5.1121,3.7635,16.4655,1.00313313770298,0.998084,34.4415,42.1367,50.4872,59.4789,69.0995
"weibull",0.55091,NA,5.4128,57.0002,1.0372,53.6242,5.3386,4.0886,17.0356,1.03236803218768,0.997929,36.5919,44.9112,53.9684,63.7502,74.2445
"weibull",0.54217,NA,5.589,61.002,1.0559,64.2441,5.652,4.4159,17.5663,1.05990266938403,0.997779,38.7154,47.6598,57.4273,68.0052,79.3824
"weibull",0.53426,NA,5.7581,64.9983,1.0937,63.2066,5.788,4.7444,18.0594,1.08588375771716,0.997634,40.8096,50.3785,60.8578,72.236,84.5027
"weibull",0.52703,NA,5.9215,69.0028,1.1034,73.4874,6.113,5.0751,18.5196,1.11056613223739,0.997494,42.8832,53.0782,64.273,76.4576,89.6227
"weibull",0.52041,NA,6.079,72.9994,1.1436,79.8799,6.1512,5.4065,18.947,1.13399233705435,0.997359,44.9294,55.7493,67.6603,80.6538,94.7222
"weibull",0.5143,NA,6.2316,76.9995,1.1521,76.1126,6.2663,5.7395,19.3452,1.1563508314883,0.997228,46.9556,58.4009,71.0303,84.8372,99.8159
"weibull",0.50864,NA,6.3796,81,1.1719,84.1154,6.4954,6.0736,19.7155,1.1777242051383,0.997101,48.9611,61.0317,74.3812,89.0051,104.8997
"weibull",0.50338,NA,6.5232,84.9973,1.2049,95.6989,6.7027,6.4085,20.0595,1.19818320537234,0.996978,50.9455,63.6406,77.7109,93.1544,109.9694
"weibull",0.49846,NA,6.6632,89.0029,1.2206,88.6507,6.7424,6.745,20.3794,1.21786159180882,0.996858,52.9152,66.2359,81.0296,97.2973,115.0396
"weibull",0.49386,NA,6.7992,93.0017,1.2408,94.9189,6.8985,7.0818,20.6756,1.23675278092142,0.996742,54.8639,68.8088,84.3258,101.4189,120.0916
"weibull",0.48954,NA,6.9318,96.9994,1.2557,90.2173,6.8176,7.4193,20.9496,1.2549440316274,0.996628,56.7951,71.3635,87.6045,105.5253,125.1324
"weibull",0.48547,NA,7.0613,100.9977,1.2721,101.6416,7.1034,7.7576,21.2026,1.27249559522686,0.996518,58.7104,73.9019,90.8679,109.6189,130.1645
"weibull",0.48162,NA,7.188,105.0027,1.286,94.9472,6.9755,8.0971,21.4361,1.28947985723371,0.99641,60.6134,76.4286,94.1215,113.7062,135.1959
"weibull",0.47798,NA,7.3117,109.0032,1.3102,125.4822,7.4261,8.4368,21.6502,1.3058898571579,0.996306,62.4993,78.9371,97.3566,117.7762,140.2124
"weibull",0.47453,NA,7.4327,113.0002,1.3251,122.5477,7.5726,8.7768,21.8461,1.32176906030315,0.996203,64.3695,81.4286,100.5747,121.8303,145.2157
"weibull",0.47125,NA,7.5513,116.9982,1.33,130.3892,7.7956,9.1174,22.0247,1.33716853946428,0.996103,66.2263,83.9064,103.7798,125.8732,150.2113
"weibull",0.46812,NA,7.6677,121.0047,1.3575,116.4145,7.6951,9.4593,22.1868,1.35214676411392,0.996006,68.0738,86.3756,106.9783,129.9131,155.209
"weibull",0.46514,NA,7.7817,125.0038,1.3688,219.8519,8.7811,9.8009,22.3329,1.36667102571783,0.99591,69.9052,88.827,110.1579,133.9341,160.1888
"weibull",0.46229,NA,7.8937,129.0068,1.3714,123.6318,7.8552,10.1433,22.4638,1.38080878066332,0.995817,71.7262,91.2679,113.3281,137.9479,165.1653
"weibull",0.45957,NA,8.0034,132.9995,1.3984,124.952,8.0132,10.4852,22.5796,1.39453266520498,0.995725,73.5306,93.6899,116.4778,141.9404,170.1207
"weibull",0.45696,NA,8.1113,136.9975,1.4025,110.3362,7.6654,10.8279,22.6814,1.40791882283897,0.995636,75.3259,96.1032,119.6199,145.9278,175.0747
"weibull",0.45445,NA,8.2177,141.0048,1.4214,134.5093,8.0038,11.1718,22.7699,1.42099754464935,0.995548,77.1144,98.5103,122.7578,149.9141,180.0323
"weibull",0.45205,NA,8.3218,144.9933,1.4391,131.6708,8.0764,11.5143,22.8449,1.43369575434419,0.995462,78.8837,100.8947,125.8696,153.8715,184.9588
"weibull",0.44973,NA,8.4247,149.0019,1.4334,153.2448,8.5603,11.8589,22.9075,1.44615365267829,0.995378,80.6514,103.2801,128.9862,157.839,189.9024
"weibull",0.4475,NA,8.5259,153.0037,1.4558,156.514,8.7051,12.2031,22.9577,1.45830140251186,0.995295,82.4061,105.6506,132.0869,161.7901,194.8302
"weibull",0.44535,NA,8.6256,157.0066,1.4674,187.7575,9.2006,12.5477,22.996,1.47017735377488,0.995214,84.1514,108.0113,135.1779,165.7329,199.7519
"weibull",0.44328,NA,8.7237,161.001,1.4862,183.2554,9.0285,12.8919,23.0229,1.48176656951374,0.995134,85.8835,110.3568,138.2523,169.658,204.6559
"weibull",0.44128,NA,8.8203,164.997,1.5021,140.5194,8.5163,13.2363,23.0387,1.49311126176396,0.995056,87.607,112.6933,141.3179,173.5756,209.5546
"weibull",0.43934,NA,8.916,169.0071,1.5044,191.953,9.2691,13.5822,23.0437,1.50425660968103,0.994979,89.3276,115.0283,144.3847,177.4982,214.4636
"weibull",0.43747,NA,9.0099,173.0026,1.5133,140.0755,8.5318,13.927,23.0384,1.5151336319753,0.994903,91.0332,117.3455,147.4309,181.3978,219.3478
"weibull",0.43566,NA,9.1026,176.9967,1.5242,149.9611,8.7608,14.2719,23.0229,1.5257889943599,0.994829,92.7296,119.6526,150.4667,185.2876,224.2235
"weibull",0.4339,NA,9.1945,181.0049,1.5378,160.3584,8.9487,14.6182,22.9974,1.53627220298986,0.994756,94.4236,121.9588,153.5042,189.1827,229.1096
"weibull",0.4322,NA,9.2847,184.9975,1.5464,202.4921,9.7628,14.9632,22.9627,1.54651434559686,0.994684,96.103,124.2473,156.521,193.0545,233.97
"weibull",0.43055,NA,9.3739,188.9908,1.5646,200.6986,9.6332,15.3085,22.9186,1.55656634702249,0.994613,97.7747,126.5277,159.5297,196.9189,238.8248
"weibull",0.42894,NA,9.4625,193.0037,1.5608,143.0134,8.7594,15.6556,22.8652,1.56648184331805,0.994543,99.4468,128.8108,162.5446,200.7943,243.6969
"weibull",0.42738,NA,9.5497,197.0056,1.5716,209.111,9.911,16.0019,22.8032,1.57619196577437,0.994474,101.1068,131.0794,165.5429,204.6513,248.5493
