"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"betaprime",3.18260738046374,56.8427000905504,1.2485,5.496,0.2049,5.4281,1.2408,0.3223,3.9381,0.20384173760014,0.999937,5.4318,6.1596,6.8962,7.6428,8.4003
"betaprime",3.61669125949498,39.86929510755,1.2415,5.5438,0.2012,5.547,1.2433,0.3438,3.924,0.200017803397268,0.999827,5.5246,6.2908,7.0731,7.873,8.6919
"betaprime",3.82180990181863,34.6587357430952,1.2459,5.5999,0.1984,5.6422,1.249,0.3571,3.9288,0.199526503406089,0.999751,5.5951,6.3855,7.1962,8.0289,8.8851
"betaprime",4.16188123920932,29.7965784504311,1.2472,5.6562,0.1996,5.6646,1.2505,0.3735,3.926,0.198157361594946,0.999636,5.6733,6.4929,7.3382,8.2113,9.1141
"betaprime",4.54846208023839,26.5835754191503,1.2456,5.696,0.1967,5.6917,1.2444,0.3876,3.9173,0.196499359868621,0.999519,5.7347,6.5789,7.4538,8.3618,9.3052
"betaprime",5.29697899852879,23.0364024221897,1.2415,5.7487,0.1924,5.6875,1.2349,0.4082,3.8991,0.193830630382752,0.999326,5.8196,6.6995,7.6176,8.577,9.5806
"betaprime",5.45614761780016,22.1396655648481,1.2477,5.7948,0.2004,5.7449,1.245,0.4166,3.905,0.194290124666988,0.999259,5.867,6.7621,7.698,8.678,9.7055
"betaprime",6.3114376327768,20.1582414579694,1.2451,5.8405,0.1961,5.8417,1.246,0.4337,3.8885,0.19231974138437,0.999082,5.9362,6.8604,7.832,8.8547,9.9324
"betaprime",7.3549032424856,18.5942034545355,1.2459,5.8991,0.1933,5.7972,1.2352,0.4514,3.8761,0.19103702113671,0.998896,6.0124,6.967,7.9754,9.0421,10.1719
"betaprime",9.62442252377514,16.989873966407,1.2422,5.9548,0.189,5.8814,1.2338,0.4727,3.851,0.188709643952124,0.998648,6.0943,7.0845,8.1369,9.2568,10.4501
"betaprime",10.5945612016832,16.4997004197538,1.2448,5.9903,0.1871,5.9053,1.2345,0.4813,3.8472,0.188527375364639,0.998556,6.1338,7.1389,8.2092,9.3507,10.5694
"betaprime",12.5952831884613,15.8209306850098,1.2487,6.0443,0.1876,6.0841,1.2557,0.4945,3.8409,0.188254916769935,0.998413,6.1934,7.2209,8.3185,9.4927,10.7503
"betaprime",2.76531787753105,105.749096876709,1.268,5.4946,0.2068,5.4637,1.265,0.3031,3.9714,0.210357543916839,0.999994,5.3698,6.0639,6.76,7.459,8.1615
"betaprime",2.97884970922023,65.9140669041313,1.2665,5.5419,0.2072,5.5173,1.262,0.319,3.9704,0.208061708687832,0.999959,5.4473,6.1706,6.9009,7.6391,8.3861
"betaprime",3.2325522509031,47.1488124086754,1.2676,5.6051,0.2054,5.5777,1.2619,0.3375,3.9716,0.206136256943905,0.999888,5.5395,6.2965,7.0661,7.8497,8.6484
"betaprime",3.48587560925633,38.3721024482511,1.267,5.6527,0.2054,5.6681,1.266,0.3528,3.9679,0.204325629958727,0.999805,5.6117,6.3962,7.1985,8.0199,8.862
"betaprime",3.83944866351783,31.722149512032,1.2655,5.7054,0.2012,5.8032,1.2735,0.3708,3.9598,0.20212333181594,0.999683,5.6927,6.5091,7.3493,8.2152,9.1086
"betaprime",3.99014796382748,29.4472962984582,1.2686,5.7445,0.2021,5.7466,1.2724,0.38,3.9617,0.201808177519023,0.999621,5.7402,6.5733,7.4331,8.3217,9.2412
"betaprime",4.42341592332348,25.7060779994354,1.2677,5.7979,0.1995,5.7911,1.2667,0.3977,3.9517,0.199899925685174,0.999474,5.8182,6.6822,7.5791,8.5117,9.4821
"betaprime",5.16238415491767,22.3945431114174,1.2616,5.8434,0.1961,5.8205,1.2548,0.4181,3.9287,0.196824714788597,0.999275,5.8974,6.7963,7.7359,8.7193,9.7497
"betaprime",5.72321643055417,20.6469739450142,1.2628,5.8963,0.1949,5.9394,1.264,0.4336,3.9202,0.19571120604005,0.999125,5.966,6.8917,7.8635,8.8853,9.9607
"betaprime",6.77159642003477,18.7789451214951,1.2613,5.9537,0.1955,5.8545,1.25,0.4533,3.9019,0.193756003560956,0.998916,6.0464,7.0056,8.0184,9.0893,10.2228
"betaprime",7.02960670692381,18.2957126770401,1.2656,5.9905,0.1925,5.8778,1.2503,0.4605,3.9034,0.193980488619093,0.998848,6.0839,7.0559,8.0838,9.1726,10.3271
"betaprime",9.54478904039133,16.5202327809483,1.2613,6.0561,0.1894,5.9682,1.2555,0.4855,3.8722,0.191200697565898,0.998556,6.1789,7.1928,8.2725,9.424,10.6534
"betaprime",10.7856638366356,15.9409987630509,1.2648,6.1031,0.1911,6.2538,1.2745,0.4968,3.8671,0.190993985932232,0.998433,6.2301,7.263,8.3661,9.5455,10.8082
"betaprime",16.2395063011069,14.9792349062674,1.2614,6.1507,0.1873,6.2486,1.271,0.5151,3.8412,0.189032740191256,0.998205,6.297,7.3602,8.5009,9.7265,11.0447
"betaprime",2.72330998137593,99.1117101870477,1.2815,5.5524,0.213,5.5568,1.2846,0.3077,3.9969,0.212731112632369,0.999991,5.4171,6.1208,6.8271,7.537,8.2512
"betaprime",2.94883597709704,61.1365160714253,1.2808,5.6088,0.2119,5.568,1.2814,0.3256,3.9966,0.210343854072263,0.999947,5.5053,6.2419,6.9867,7.7407,8.505
"betaprime",2.9670291372342,57.0398517036927,1.286,5.6407,0.2109,5.6124,1.2831,0.3303,4.0059,0.210904496894887,0.999933,5.5374,6.2829,7.0379,7.8033,8.5803
"betaprime",3.27244795354549,41.6997040556744,1.2825,5.6916,0.2072,5.6541,1.275,0.3496,3.9966,0.207898155793835,0.999841,5.6237,6.4039,7.1998,8.013,8.8446
"betaprime",3.36835347266635,37.5950052139349,1.2882,5.7418,0.2069,5.7337,1.2885,0.3595,4.0047,0.207999805793885,0.99979,5.6803,6.4786,7.2957,8.133,8.9921
"betaprime",3.74270566225052,30.666459920234,1.2859,5.7985,0.2038,5.8278,1.2843,0.3795,3.9936,0.20539726453284,0.999652,5.7682,6.6018,7.4609,8.3477,9.2639
"betaprime",4.13725952714682,26.3963826984633,1.2861,5.8599,0.2043,5.9097,1.2886,0.3985,3.9847,0.20350653988587,0.999501,5.8541,6.7212,7.6205,8.5545,9.5255
"betaprime",4.59148277044296,23.7001867464744,1.2819,5.8946,0.1996,5.9012,1.282,0.4137,3.9681,0.201199848718506,0.999358,5.9136,6.8068,7.7379,8.7098,9.7254
"betaprime",4.82051052718423,22.3161258962471,1.2871,5.9483,0.1997,5.9426,1.2793,0.4253,3.9699,0.201146317818232,0.999261,5.9728,6.8866,7.842,8.8425,9.8912
"betaprime",5.7788683222793,19.6592180125881,1.2828,6.0091,0.1983,6.0292,1.2906,0.4489,3.9441,0.19819821814675,0.999016,6.0653,7.0192,8.0237,9.0831,10.2014
"betaprime",6.48585675798356,18.4546100799693,1.2818,6.05,0.1967,6.1208,1.29,0.4628,3.9303,0.196821559566871,0.998865,6.1214,7.0989,8.1323,9.2264,10.386
"betaprime",7.15604639270343,17.5912565663457,1.283,6.0924,0.1977,6.0818,1.2857,0.4749,3.9215,0.196060196119062,0.998737,6.173,7.171,8.2295,9.3537,10.5488
"betaprime",8.23052106923424,16.6149915433861,1.2858,6.1522,0.195,6.1832,1.2887,0.4908,3.9108,0.19529151285119,0.998566,6.2422,7.2674,8.3589,9.5228,10.7651
"betaprime",10.1685863431543,15.7078587904945,1.2839,6.1964,0.1954,6.3164,1.2921,0.5066,3.8908,0.193717809162409,0.998377,6.3019,7.3533,8.4774,9.6808,10.9707
"betaprime",15.439132686425,14.6754145950079,1.2816,6.2566,0.1917,6.216,1.2764,0.5278,3.8625,0.191713065781684,0.998115,6.3809,7.4672,8.6348,9.8915,11.2456
"betaprime",2.5818499478302,109.874789656978,1.3066,5.6417,0.2178,5.6595,1.3079,0.3103,4.0437,0.217978309614909,0.999994,5.4752,6.1857,6.8983,7.6138,8.3331
"betaprime",2.8993455994688,56.3144933149335,1.3005,5.7002,0.2138,5.6524,1.2947,0.3342,4.0323,0.213564196330002,0.999929,5.5823,6.3361,7.0999,7.8746,8.6612
"betaprime",3.15112827241188,42.1104569707997,1.3002,5.7598,0.2134,5.6968,1.2948,0.353,4.0287,0.211275427427862,0.999843,5.6711,6.4588,7.2624,8.0832,8.9226
"betaprime",3.25287551053334,38.2839449633611,1.302,5.7921,0.2072,5.9492,1.3189,0.3612,4.0298,0.210727069743789,0.999798,5.7127,6.5152,7.3362,8.1773,9.0397
"betaprime",3.35472200280055,34.7447532052174,1.3073,5.8421,0.2083,5.8284,1.3037,0.3714,4.0361,0.210697581510952,0.999741,5.7692,6.5903,7.4331,8.2992,9.1901
"betaprime",3.7435411342606,28.6330272301333,1.3048,5.9011,0.2104,5.9535,1.3115,0.3923,4.0223,0.207928599611141,0.999585,5.8596,6.7176,7.6045,8.5226,9.4738
"betaprime",4.1087203508243,25.2519742049044,1.3036,5.9515,0.2072,5.9267,1.3014,0.4093,4.0105,0.205955562298296,0.999443,5.9326,6.8203,7.7429,8.7032,9.7037
"betaprime",4.46728114039637,23.0904044308234,1.3022,5.9911,0.2048,5.9931,1.303,0.4233,3.9988,0.204311927572466,0.999315,5.9905,6.9023,7.854,8.849,9.8901
"betaprime",5.04185032854788,20.7709528552368,1.3015,6.0501,0.2002,5.9779,1.2939,0.4425,3.9832,0.202373230530517,0.999126,6.0713,7.0161,8.0081,9.051,10.1486
"betaprime",5.32380164191127,19.7315451794304,1.3067,6.1056,0.1988,5.996,1.2935,0.4545,3.983,0.202309531347678,0.999018,6.1307,7.0965,8.1137,9.1863,10.3185
"betaprime",6.35587684777565,17.9520266456529,1.302,6.1553,0.196,6.1414,1.2974,0.475,3.9558,0.19962376485687,0.998786,6.2067,7.2069,8.2664,9.3903,10.5838
"betaprime",6.70987343457527,17.3809273955412,1.3058,6.1973,0.1998,6.2574,1.3083,0.4843,3.9536,0.19955856414073,0.998696,6.2508,7.267,8.3459,9.4928,10.7133
"betaprime",8.8450641001109,15.8691982217133,1.3011,6.2589,0.1964,6.1885,1.2932,0.5084,3.9198,0.196725094370363,0.998407,6.3389,7.3951,8.5237,9.7312,11.0245
"betaprime",8.9164765173383,15.6850453243032,1.3074,6.297,0.1966,6.3968,1.3144,0.5138,3.9252,0.19746029083992,0.998362,6.3709,7.4367,8.5765,9.7972,11.1059
"betaprime",14.8356345506851,14.3951403702423,1.3003,6.3576,0.1922,6.4784,1.3148,0.54,3.8815,0.194171833918931,0.99803,6.4601,7.5686,8.7621,10.0488,11.4374
"betaprime",2.48495104903821,125.721377919917,1.3223,5.6936,0.2223,5.6685,1.3193,0.3104,4.0731,0.221498333981177,0.999997,5.5045,6.2165,6.9299,7.6453,8.3637
"betaprime",2.564756888384,88.2884387792786,1.3261,5.7404,0.2215,5.7585,1.3315,0.3208,4.0809,0.220944966067465,0.999983,5.5632,6.2947,7.0305,7.7714,8.5183
"betaprime",2.91228515140712,48.3176417988492,1.3197,5.8068,0.2164,5.7652,1.3125,0.3477,4.0661,0.216088731924846,0.999888,5.6814,6.4613,7.2543,8.0616,8.8844
"betaprime",3.09646378884092,39.9205569084734,1.3193,5.8507,0.2123,5.9146,1.33,0.3617,4.0619,0.214345517684467,0.999816,5.7463,6.5513,7.374,8.2158,9.0781
"betaprime",3.261996172769,34.5260159168392,1.3228,5.9071,0.2133,6.0099,1.332,0.3757,4.0632,0.213467006785286,0.999733,5.8168,6.647,7.4994,8.3757,9.2775
"betaprime",3.47099837800488,30.4624655479914,1.3229,5.9511,0.2114,5.9267,1.3221,0.3892,4.0574,0.211997330798549,0.999639,5.8783,6.7325,7.6136,8.5235,9.464
"betaprime",3.82634624805301,26.3515543539659,1.3202,5.9997,0.2075,5.9766,1.3156,0.4073,4.0424,0.209517023401896,0.999491,5.9532,6.8388,7.7577,8.7124,9.7053
"betaprime",4.19764488659799,23.5612205833197,1.3193,6.0509,0.2044,6.13,1.327,0.4243,4.0296,0.207621510656959,0.999341,6.0252,6.9403,7.8948,8.8918,9.934
"betaprime",4.42425067024305,22.1082726067863,1.3229,6.1014,0.2045,6.1276,1.3265,0.4363,4.0276,0.207172986332297,0.999236,6.083,7.0192,7.999,9.0257,10.1027
"betaprime",4.76295423179865,20.5915894724196,1.3253,6.155,0.2082,6.1627,1.3255,0.4506,4.0206,0.206288138426013,0.999103,6.1473,7.1083,8.118,9.1802,10.2988
"betaprime",5.03425479161553,19.6751837959513,1.3266,6.1912,0.2027,6.1235,1.3165,0.4605,4.0145,0.205636957456841,0.999006,6.1908,7.1689,8.1992,9.2861,10.4337
"betaprime",6.39059715543874,17.3524110964499,1.3195,6.2564,0.2026,6.1405,1.3068,0.4885,3.9745,0.201777197158326,0.998686,6.2919,7.3166,8.4047,9.5618,10.7933
"betaprime",6.32224811648019,17.2346211248077,1.3262,6.2909,0.1998,6.2042,1.3153,0.4922,3.9831,0.202742805678966,0.998664,6.3186,7.3502,8.4463,9.6123,10.8541
"betaprime",8.25013345529791,15.7387619136274,1.32,6.3475,0.1999,6.2557,1.3079,0.5164,3.9454,0.199581693967095,0.998371,6.4031,7.4746,8.6202,9.847,11.1619
"betaprime",10.0501725244056,14.9487426995998,1.3205,6.4026,0.1967,6.3597,1.3166,0.533,3.9268,0.198356100509318,0.998178,6.4684,7.5675,8.7474,10.0158,11.3807
"betaprime",11.1253053010069,14.5381511836546,1.3261,6.4575,0.1957,6.5502,1.3295,0.5442,3.9233,0.198507969794863,0.998063,6.5209,7.6391,8.8421,10.1384,11.5364
"betaprime",2.46551569040865,99.3155116582289,1.3417,5.7915,0.2255,5.7688,1.3381,0.3206,4.1105,0.224503760305874,0.999989,5.5909,6.3233,7.059,7.799,8.5439
"betaprime",2.56955996787408,70.5460870989831,1.345,5.8443,0.2252,5.8582,1.3513,0.3333,4.1162,0.223504422375205,0.999961,5.6592,6.4153,7.1784,7.9497,8.7298
"betaprime",2.80068138226867,48.3436462955666,1.3415,5.8956,0.2205,5.8636,1.3396,0.3527,4.1062,0.220233069137426,0.999886,5.7448,6.5356,7.3399,8.1589,8.9936
"betaprime",3.12023918241262,35.7234181538224,1.338,5.959,0.2184,5.9907,1.3421,0.376,4.0918,0.216660147186185,0.999752,5.846,6.6782,7.5318,8.4084,9.3097
"betaprime",3.11722059890628,34.8739713877439,1.3438,5.9906,0.2195,6.0101,1.3459,0.3797,4.1011,0.217462798252884,0.999736,5.8735,6.7129,7.5746,8.4604,9.3717
"betaprime",3.47432953435928,28.3493657171843,1.3423,6.0599,0.2166,6.0133,1.3349,0.4029,4.0865,0.214543395290294,0.999568,5.974,6.8541,7.7646,8.7077,9.6856
"betaprime",3.76990767610259,25.4455733448034,1.338,6.0906,0.212,6.0657,1.3368,0.4169,4.0698,0.212177000258923,0.999445,6.0275,6.9317,7.8715,8.8496,9.8685
"betaprime",4.08442947909236,23.060817928263,1.3384,6.1428,0.2098,6.0946,1.3315,0.4329,4.0592,0.21062245758362,0.999302,6.0965,7.0283,8.0015,9.0192,10.0845
"betaprime",4.46251409895718,21.0003033883404,1.3408,6.2082,0.2097,6.202,1.3373,0.4508,4.0493,0.209340099593486,0.999138,6.1761,7.1391,8.1498,9.2121,10.3296
"betaprime",4.75778191416524,19.9315958515508,1.3403,6.2403,0.2088,6.132,1.3276,0.4614,4.0392,0.208230468487367,0.99903,6.2191,7.2001,8.2328,9.3215,10.4703
"betaprime",5.35804802239872,18.321527887648,1.3413,6.306,0.2073,6.2572,1.3365,0.4809,4.0227,0.206635896633998,0.99883,6.3002,7.3143,8.3876,9.5248,10.7311
"betaprime",5.64344192678109,17.6560161972325,1.345,6.3514,0.2085,6.4358,1.3539,0.4911,4.0191,0.206421337879581,0.998729,6.3479,7.3798,8.4744,9.6372,10.8736
"betaprime",6.29987017913256,16.7463341189921,1.3438,6.3921,0.2081,6.3268,1.3416,0.505,4.0021,0.204993949175568,0.998573,6.4009,7.456,8.5793,9.7768,11.0548
"betaprime",7.38206770317163,15.7445429257676,1.3433,6.448,0.2025,6.447,1.3441,0.523,3.9807,0.203375964610061,0.998366,6.4702,7.5551,8.7155,9.9581,11.29
"betaprime",9.58222498185933,14.6943769945763,1.3407,6.5092,0.2004,6.4543,1.3317,0.5448,3.9493,0.201122790084305,0.998101,6.549,7.6697,8.8747,10.172,11.5701
"betaprime",10.0809205931425,14.4618126173271,1.3444,6.5438,0.2004,6.5614,1.341,0.5515,3.9477,0.201283463560275,0.998034,6.5811,7.7133,8.9322,10.2463,11.6642
"betaprime",14.3682580318954,13.7330129735172,1.3414,6.5926,0.2005,6.883,1.3544,0.5698,3.9181,0.199320784318861,0.997803,6.6442,7.806,9.0622,10.4223,11.8962
"betaprime",2.38552411030047,108.248092277721,1.3568,5.8453,0.2257,5.8371,1.357,0.3215,4.1396,0.227826689130365,0.999992,5.6235,6.3588,7.0969,7.8387,8.5847
"betaprime",2.40858235413209,90.1896150875138,1.3634,5.8901,0.2276,5.9155,1.3687,0.3283,4.152,0.228378572444839,0.999983,5.6691,6.4175,7.1705,7.9288,8.6932
"betaprime",2.72189727909863,48.638664193009,1.3569,5.9579,0.224,5.968,1.3563,0.3559,4.1348,0.223224358970116,0.999886,5.7881,6.586,7.3975,8.2239,9.0661
"betaprime",2.74064727395773,45.5971395957982,1.363,5.9979,0.2237,5.9481,1.3569,0.3617,4.1449,0.223835853138534,0.999864,5.8268,6.6358,7.46,8.3006,9.1588
"betaprime",3.07003124009818,34.0622982298955,1.357,6.0537,0.2196,6.0136,1.3559,0.3853,4.1238,0.219650400629184,0.999718,5.9232,6.7737,7.6477,8.5469,9.4729
"betaprime",3.11623498591594,32.0937017148943,1.3633,6.1007,0.2203,6.1174,1.3671,0.3932,4.132,0.220074585503087,0.999673,5.9701,6.8351,7.726,8.6445,9.5925
"betaprime",3.42678332747892,27.2626189780422,1.3603,6.1528,0.2192,6.0935,1.3582,0.4127,4.1148,0.217239295220618,0.999521,6.0498,6.9487,7.8803,8.8472,9.8514
"betaprime",3.74661878579296,24.2578663905384,1.357,6.1946,0.2154,6.2076,1.3599,0.4293,4.097,0.214777412058759,0.999374,6.115,7.0424,8.0087,9.0169,10.0697
"betaprime",3.7820624062838,23.5223820323008,1.3638,6.24,0.2162,6.2173,1.3609,0.4361,4.1047,0.21545357206586,0.999328,6.1565,7.0965,8.0775,9.1025,10.1745
"betaprime",4.46883460131474,20.1781812652014,1.3577,6.3067,0.212,6.2712,1.3526,0.4635,4.0699,0.211472297390808,0.999051,6.2592,7.2456,8.2834,9.3768,10.5299
"betaprime",4.57022212767042,19.6231872684322,1.362,6.3448,0.2102,6.5381,1.3735,0.4707,4.0716,0.21164466355585,0.998989,6.2966,7.2956,8.3486,9.4598,10.6336
"betaprime",5.37866684999317,17.7460334377876,1.3569,6.3992,0.2106,6.3175,1.353,0.4932,4.0394,0.208548348123534,0.99874,6.3777,7.4143,8.5137,9.6812,10.9223
"betaprime",5.57502403906547,17.2061742249271,1.3629,6.4514,0.2074,6.3213,1.3488,0.503,4.0401,0.208820363869813,0.998648,6.4274,7.4811,8.601,9.7929,11.0626
"betaprime",6.65439238736872,15.9916434123553,1.3578,6.4966,0.2076,6.5496,1.3642,0.5225,4.0085,0.206159218514486,0.998417,6.4942,7.5799,8.7398,9.9806,11.3091
"betaprime",7.37104896659032,15.3121999969147,1.3621,6.5593,0.2057,6.5362,1.3648,0.5374,3.9985,0.205705681883515,0.998259,6.5589,7.6697,8.8604,10.1383,11.5111
"betaprime",9.25175812013447,14.4772411253769,1.3575,6.6007,0.2027,6.6494,1.3617,0.5551,3.9675,0.203406494529824,0.998035,6.6178,7.7573,8.9841,10.3066,11.7336
"betaprime",11.7172552938759,13.828350687027,1.3583,6.6595,0.1999,6.7499,1.3616,0.5723,3.946,0.202195973325319,0.997829,6.6835,7.8513,9.1134,10.4792,11.9586
"betaprime",12.3868365912884,13.6482006929815,1.3622,6.6939,0.2014,6.6789,1.3608,0.5786,3.9447,0.202425847401705,0.997766,6.714,7.8925,9.1678,10.5493,12.0475
"betaprime",2.33882567621302,95.3721172835678,1.3779,5.9447,0.23,5.9091,1.3743,0.3298,4.1804,0.231525875255099,0.999985,5.7038,6.4561,7.2126,7.9741,8.7412
"betaprime",2.45753824545071,65.9224870105158,1.3792,5.9962,0.2297,5.9702,1.3754,0.3441,4.181,0.229804848463914,0.999949,5.7749,6.5534,7.3406,8.1373,8.9444
"betaprime",2.65668715408538,46.5145026303944,1.3778,6.0556,0.2289,6.031,1.376,0.3638,4.1729,0.226855793623512,0.999869,5.8642,6.6782,7.5073,8.3526,9.2153
"betaprime",2.84148422583938,37.9759870356298,1.3755,6.0982,0.2242,6.1228,1.3781,0.3794,4.1624,0.22438035731876,0.999781,5.931,6.7726,7.6347,8.5186,9.4257
"betaprime",3.07330079689622,31.5094720245223,1.375,6.1572,0.2232,6.1983,1.3868,0.3982,4.1519,0.222006272414358,0.999657,6.0139,6.8889,7.7906,8.7211,9.6821
"betaprime",3.10944143696688,30.1278369068517,1.3804,6.1974,0.2223,6.2559,1.3854,0.4048,4.1585,0.222392668534073,0.999617,6.0532,6.9403,7.8562,8.803,9.7825
"betaprime",3.50477315631695,25.094980855938,1.3757,6.258,0.2156,6.2409,1.3733,0.4288,4.1332,0.218714339614052,0.999417,6.1475,7.0759,8.042,9.0483,10.0976
"betaprime",3.60809729800792,23.9102553377859,1.3789,6.2966,0.2202,6.3353,1.3845,0.4373,4.1328,0.218444367286914,0.999349,6.1897,7.1334,8.1175,9.1451,10.219
"betaprime",3.78775304733543,22.3892328309827,1.3815,6.3447,0.2181,6.3138,1.3785,0.4495,4.1278,0.217697661175902,0.999243,6.2453,7.2101,8.2197,9.2775,10.3867
"betaprime",4.42428028359078,19.5853988471441,1.375,6.4027,0.2111,6.3897,1.3723,0.4747,4.0924,0.213838827750234,0.998982,6.3365,7.3437,8.4055,9.5262,10.7103
"betaprime",4.46540814996697,19.1935465063434,1.381,6.4437,0.2146,6.4633,1.3823,0.4809,4.0977,0.214431088616482,0.998933,6.3726,7.391,8.4659,9.602,10.8038
"betaprime",5.26512183998711,17.3675038681924,1.3753,6.4984,0.2127,6.5398,1.3797,0.5041,4.0625,0.211142865500982,0.998673,6.4542,7.511,8.6337,9.8278,11.0991
"betaprime",5.64624032867141,16.6688592169993,1.3773,6.5434,0.2091,6.5227,1.3735,0.5159,4.0528,0.210442619449542,0.998548,6.5041,7.581,8.7282,9.952,11.2585
"betaprime",6.31948896524031,15.8154199300148,1.378,6.5972,0.2087,6.6962,1.3884,0.5318,4.0355,0.209191317247073,0.998372,6.5665,7.6699,8.8498,10.1131,11.4672
"betaprime",7.33018857851625,15.0138394588977,1.3767,6.646,0.2069,6.7872,1.3852,0.5482,4.0125,0.207547164562756,0.998177,6.6267,7.7571,8.9707,10.2753,11.6792
"betaprime",8.96337199321017,14.2451787039638,1.375,6.6985,0.2062,6.7563,1.3793,0.5662,3.9856,0.205750276359262,0.997959,6.6911,7.8509,9.1013,10.4513,11.91
"betaprime",11.4100160031393,13.6063950970769,1.3748,6.7548,0.2032,6.7781,1.3673,0.5837,3.9611,0.204317686359138,0.997749,6.7552,7.9435,9.2298,10.6237,12.1357
"betaprime",11.7353626277298,13.4516438002512,1.3807,6.7969,0.2073,6.9455,1.3948,0.5902,3.9631,0.204893440835035,0.99769,6.7894,7.9889,9.2885,10.6984,12.2294
"betaprime",2.22833240985405,117.146236188198,1.3961,6.0027,0.2354,6.0185,1.3975,0.3281,4.2166,0.236036064050385,0.999993,5.7309,6.4819,7.2354,7.9924,8.7534
"betaprime",2.30064601097954,82.7013177994639,1.3995,6.0513,0.2337,6.0157,1.397,0.3394,4.2218,0.235155329285704,0.999974,5.7912,6.563,7.3407,8.1252,8.9172
"betaprime",2.53132223114371,50.4884190918179,1.3941,6.1072,0.2296,6.0974,1.3907,0.3622,4.2055,0.230748204340652,0.999892,5.8877,6.7003,7.5264,8.3672,9.2237
"betaprime",2.65999305036617,41.6690890566679,1.3955,6.1578,0.2302,6.1521,1.3936,0.3763,4.2027,0.229183142541786,0.999823,5.9548,6.7928,7.6489,8.5246,9.421
"betaprime",2.7287723518908,37.9323847177671,1.3984,6.1967,0.2302,6.2127,1.4011,0.385,4.2046,0.22872222122247,0.999776,5.9999,6.8538,7.7286,8.6258,9.5469
"betaprime",2.93374549280852,31.9205303373747,1.3964,6.2444,0.2269,6.1784,1.3922,0.4021,4.1912,0.226163338396677,0.999663,6.0711,6.9549,7.8656,8.805,9.7749
"betaprime",3.18248523585498,27.3710223961156,1.3953,6.3019,0.2259,6.4065,1.408,0.4211,4.1768,0.223695544451151,0.999518,6.1514,7.0684,8.019,9.0056,10.0305
"betaprime",3.49891901623458,23.9082005035598,1.393,6.3582,0.2196,6.5637,1.4036,0.4411,4.1572,0.220976763111253,0.999344,6.2318,7.1833,8.1757,9.2122,10.2955
"betaprime",3.49812986084027,23.5084431525902,1.3991,6.3941,0.2245,6.4123,1.3993,0.4456,4.1653,0.221757967032719,0.999317,6.2618,7.2216,8.2236,9.271,10.3667
"betaprime",3.92910913994536,20.7364383608801,1.3968,6.4598,0.2171,6.4937,1.3962,0.4685,4.1404,0.218863967399092,0.999097,6.3519,7.3508,8.4006,9.5052,10.6685
"betaprime",4.04602603830397,20.073903179192,1.3988,6.4906,0.2189,6.5838,1.4095,0.4759,4.137,0.218514199646587,0.999029,6.3854,7.3971,8.4623,9.5853,10.7701
"betaprime",4.66208683486097,18.1135012993822,1.3938,6.5457,0.2141,6.6253,1.4009,0.4984,4.1041,0.215304975268256,0.998785,6.4661,7.5155,8.6273,9.8067,11.059
"betaprime",5.14963605855592,16.995773281143,1.3944,6.6027,0.2109,6.721,1.407,0.5154,4.0863,0.213825463149595,0.998603,6.5338,7.6117,8.7587,9.9806,11.2836
"betaprime",5.24371285960078,16.6761631110869,1.3995,6.643,0.2119,6.5344,1.3874,0.5223,4.088,0.214186739211945,0.998542,6.5696,7.6594,8.8207,10.0596,11.3824
"betaprime",6.48315177458338,15.2676536417753,1.3943,6.7075,0.21,6.8433,1.4021,0.5479,4.0464,0.210906181811504,0.998237,6.6576,7.7895,9.0032,10.3065,11.7071
"betaprime",7.13609087469056,14.7601718185097,1.3946,6.746,0.2119,6.8049,1.392,0.5594,4.0318,0.209962866444082,0.998104,6.7013,7.8522,9.0897,10.4218,11.8574
"betaprime",8.88726409867406,13.9336234748363,1.3934,6.8097,0.206,6.893,1.3945,0.5802,4.0013,0.208027018362049,0.997855,6.776,7.9608,9.2406,10.625,12.1238
"betaprime",9.31903011908755,13.7317159343511,1.3969,6.8442,0.2065,6.8424,1.391,0.587,3.9983,0.208116696862677,0.997785,6.807,8.0031,9.2969,10.6982,12.2171
"betaprime",10.6165413660929,13.3583183084987,1.3996,6.8935,0.2088,6.9625,1.4126,0.599,3.9862,0.207660153134853,0.99765,6.8555,8.0714,9.3899,10.8212,12.3765
"betaprime",2.15856023784727,117.526324120257,1.4171,6.0918,0.2389,6.1065,1.4192,0.3327,4.2582,0.240317263198144,0.999992,5.7939,6.5551,7.3192,8.0868,8.8587
